Node,Aggregate thput,Throughput,Last agg thput,Last thput,Idle,CCA busy,Tx,Rx,Rx ME ok,Rx SBSS ok,Rx OBSS ok,Rx ME err,Rx SBSS err,Rx OBSS err,Mac Tx packets,Mac Tx bytes,Tx packets,Tx bytes,TxOk packets,TxOk bytes,ACK received,ACK missed,Mac Rx packets,Mac Rx bytes,Mac Rx drop packets,Mac Rx drop bytes
0,174.124,60.6801,179.695,60.8273,2.4666,0.289856,97.0482,0.221924,0.221636,0,0,0.000288,0,0,534988,806761904,505595,762437260,502985,758501380,17966,94,0,0,0,0
1,0,0,0,0,0.0285342,3.26949,0.584244,96.139,95.7694,0,0.235508,0.06636,0,0.067716,0,0,0,0,0,0,0,0,503583,759403164,0,0
2,0,52.6411,0,57.8626,2.1657,13.337,84.1782,0.384672,0.190772,0,0.010308,0.00018,0,0.183412,534996,806773968,438398,661104184,436349,658014292,15590,73,0,0,0,0
3,0,0,0,0,0.0659248,15.8974,0.504624,83.5923,83.0572,0,0.23812,0.085568,0,0.211448,0,0,0,0,0,0,0,0,436792,658682336,0,0
4,0,60.7975,0,61.0052,2.44393,0.288976,97.0569,0.218928,0.218928,0,0,0,0,0,535005,806787540,505668,762547344,503958,759968664,18000,62,0,0,0,0
5,0,0,0,0,0.0110443,3.22941,0.580148,96.1828,95.8272,0,0.23048,0.063324,0,0.061848,0,0,0,0,0,0,0,0,503958,759968664,0,0
6,0,0.0054288,0,0,24.3958,59.7307,0.346236,13.4605,0.001932,0,0.05896,0.000204,0,13.3995,166246,250698968,1065,1606020,45,67860,1,38,0,0,0,0
7,0,0,0,0,0.0658211,81.8479,0.003296,15.9774,0.097272,0,0.332912,0.106672,0,15.4406,0,0,0,0,0,0,0,0,382,576056,0,0
Node,Aggregate thput,Throughput,Last agg thput,Last thput,Idle,CCA busy,Tx,Rx,Rx ME ok,Rx SBSS ok,Rx OBSS ok,Rx ME err,Rx SBSS err,Rx OBSS err,Mac Tx packets,Mac Tx bytes,Tx packets,Tx bytes,TxOk packets,TxOk bytes,ACK received,ACK missed,Mac Rx packets,Mac Rx bytes,Mac Rx drop packets,Mac Rx drop bytes
0,216.503,60.4823,216.888,60.5474,2.59086,0.311472,96.8372,0.286804,0.286804,0,0,0,0,0,534988,806761904,504125,760220500,501345,756028260,17989,27,0,0,0,0
1,0,0,0,0,0.283542,3.07153,0.676144,95.9898,95.7599,0,0.229864,0,0,0,0,0,0,0,0,0,0,0,501345,756028260,0,0
2,0,60.6387,0,60.7621,2.46111,0.289968,97.0802,0.221788,0.221788,0,0,0,0,0,534996,806773968,505791,762732828,502642,757984136,18003,71,0,0,0,0
3,0,0,0,0,0.141545,3.29848,0.584248,96.0234,95.7936,0,0.229864,0,0,0,0,0,0,0,0,0,0,0,502642,757984136,0,0
4,0,48.5265,0,48.8447,5.26267,0.318688,94.1374,0.348996,0.318696,0,0,0.0303,0,0,535005,806787540,486919,734273852,402242,606580936,14338,3054,0,0,0,0
5,0,0,0,0,0.148956,4.93563,0.747356,94.2305,89.8871,0,0.292752,0.10192,0,3.94871,0,0,0,0,0,0,0,0,472102,711929816,0,0
6,0,46.856,0,46.7335,5.17901,0.326512,94.152,0.373436,0.337364,0,0,0.036072,0,0,535013,806799604,486993,734385444,388395,585699660,13830,3568,0,0,0,0
7,0,0,0,0,0.107003,5.097,0.781576,94.04,89.7334,0,0.28094,0.113136,0,3.91255,0,0,0,0,0,0,0,0,471218,710596744,0,0
Node,Aggregate thput,Throughput,Last agg thput,Last thput,Idle,CCA busy,Tx,Rx,Rx ME ok,Rx SBSS ok,Rx OBSS ok,Rx ME err,Rx SBSS err,Rx OBSS err,Mac Tx packets,Mac Tx bytes,Tx packets,Tx bytes,TxOk packets,TxOk bytes,ACK received,ACK missed,Mac Rx packets,Mac Rx bytes,Mac Rx drop packets,Mac Rx drop bytes
0,175.819,27.9127,176.234,28.8245,2.85494,0.914988,51.1723,45.073,0.15966,0,44.7158,0,0,0.197516,534988,806761904,265287,400052796,231372,348908976,8269,1208,0,0,0,0
1,0,0,0,0,0.103872,4.84447,0.354096,94.7128,44.0635,0,44.3877,5.01521,0,1.24632,0,0,0,0,0,0,0,0,231372,348908976,0,0
2,0,60.746,0,60.7881,2.49856,0.2904,97.054,0.222116,0.222116,0,0,0,0,0,534996,806773968,505631,762491548,503531,759324748,18030,37,0,0,0,0
3,0,0,0,0,0.156454,3.08211,0.585116,96.2414,95.9525,0,0.23028,0.005324,0,0.053312,0,0,0,0,0,0,0,0,503531,759324748,0,0
4,0,27.9857,0,27.3557,2.59266,0.952613,51.2684,45.2069,0.159768,0,44.7148,1.2e-05,0,0.332308,535005,806787540,265780,400796240,231977,349821316,8290,1203,0,0,0,0
5,0,0,0,0,0.114679,4.67036,0.35442,94.8758,44.1996,0,43.8635,4.98346,0,1.82918,0,0,0,0,0,0,0,0,232058,349943464,0,0
6,0,59.1745,0,59.2656,3.55181,0.285408,95.9647,0.224416,0.224152,0,0,0.000264,0,0,535013,806799604,498650,751964200,490505,739681540,17528,287,0,0,0,0
7,0,0,0,0,0.0282735,3.83107,0.581176,95.5805,93.4127,0,0.226648,0.070736,0,1.87037,0,0,0,0,0,0,0,0,491121,740610468,0,0
Node,Aggregate thput,Throughput,Last agg thput,Last thput,Idle,CCA busy,Tx,Rx,Rx ME ok,Rx SBSS ok,Rx OBSS ok,Rx ME err,Rx SBSS err,Rx OBSS err,Mac Tx packets,Mac Tx bytes,Tx packets,Tx bytes,TxOk packets,TxOk bytes,ACK received,ACK missed,Mac Rx packets,Mac Rx bytes,Mac Rx drop packets,Mac Rx drop bytes
0,178.102,59.9039,180.2,60.8026,2.98658,0.288112,96.5997,0.224284,0.223804,0,0,0.00048,0,0,534988,806761904,502981,758495348,496551,748798908,17739,228,0,0,0,0
1,0,0,0,0,0.101246,3.65371,0.584424,95.7539,94.648,0,0.23718,0.050772,0,0.817968,0,0,0,0,0,0,0,0,497671,750487868,0,0
2,0,0.570868,0,0.0289536,0.517647,5.18042,3.23027,91.125,0.022332,0,0.249296,0.001044,0,90.8524,526857,794500356,15691,23662028,4732,7135856,213,350,0,0,0,0
3,0,0,0,0,0.113882,5.45015,0.037784,94.4515,1.61382,0,0.412232,1.14485,0,91.2806,0,0,0,0,0,0,0,0,4903,7393724,0,0
4,0,59.8419,0,59.3838,3.24042,0.286208,96.2722,0.220524,0.220524,0,0,0,0,0,535005,806787540,500698,755052584,496037,748023796,17725,164,0,0,0,0
5,0,0,0,0,0.100939,3.23762,0.578284,96.0972,94.3369,0,0.229652,0.090508,0,1.44009,0,0,0,0,0,0,0,0,496037,748023796,0,0
6,0,57.7857,0,59.9846,3.04626,1.28944,94.6762,1.04679,0.23394,0,0.051416,0.000552,0,0.76088,535013,806799604,492509,742703572,478993,722321444,17159,432,0,0,0,0
7,0,0,0,0,0.126943,4.84756,0.590408,94.4885,91.6165,0,0.493372,0.862872,0,1.51569,0,0,0,0,0,0,0,0,479203,722638124,0,0
Node,Aggregate thput,Throughput,Last agg thput,Last thput,Idle,CCA busy,Tx,Rx,Rx ME ok,Rx SBSS ok,Rx OBSS ok,Rx ME err,Rx SBSS err,Rx OBSS err,Mac Tx packets,Mac Tx bytes,Tx packets,Tx bytes,TxOk packets,TxOk bytes,ACK received,ACK missed,Mac Rx packets,Mac Rx bytes,Mac Rx drop packets,Mac Rx drop bytes
0,242.996,60.4916,243.96,60.9715,2.70591,0.288128,96.8107,0.219368,0.219368,0,0,0,0,0,534988,806761904,504005,760039540,501422,756144376,17917,91,0,0,0,0
1,0,0,0,0,0.0582259,3.16469,0.579528,96.2163,95.3495,0,0.229352,0.087468,0,0.550004,0,0,0,0,0,0,0,0,501422,756144376,0,0
2,0,60.5621,0,61.039,2.75365,0.288192,96.8282,0.218948,0.218948,0,0,0,0,0,534996,806773968,504208,760345664,502007,757026556,17934,77,0,0,0,0
3,0,0,0,0,0.12425,3.13583,0.579188,96.2444,95.464,0,0.230548,0.07492,0,0.474868,0,0,0,0,0,0,0,0,502007,757026556,0,0
4,0,61.0174,0,61.0113,2.44365,0.290144,97.0924,0.219656,0.219656,0,0,0,0,0,535005,806787540,505875,762859500,505781,762717748,18077,0,0,0,0,0
5,0,0,0,0,1.2922,1.75039,0.582336,96.4156,96.1853,0,0.230336,0,0,0,0,0,0,0,0,0,0,0,505781,762717748,0,0
6,0,60.9248,0,60.9383,2.45188,0.295136,97.0318,0.235136,0.235136,0,0,0,0,0,535013,806799604,505463,762238204,505013,761559604,18063,0,0,0,0,0
7,0,0,0,0,1.30848,1.74711,0.604056,96.349,96.1187,0,0.230336,0,0,0,0,0,0,0,0,0,0,0,505013,761559604,0,0
Node,Aggregate thput,Throughput,Last agg thput,Last thput,Idle,CCA busy,Tx,Rx,Rx ME ok,Rx SBSS ok,Rx OBSS ok,Rx ME err,Rx SBSS err,Rx OBSS err,Mac Tx packets,Mac Tx bytes,Tx packets,Tx bytes,TxOk packets,TxOk bytes,ACK received,ACK missed,Mac Rx packets,Mac Rx bytes,Mac Rx drop packets,Mac Rx drop bytes
0,241.707,60.3921,241.897,60.3827,2.67739,0.310208,96.8033,0.283372,0.283372,0,0,0,0,0,534988,806761904,503916,759905328,500598,754901784,17979,29,0,0,0,0
1,0,0,0,0,0.158071,3.22791,0.671132,96.0118,95.7071,0,0.230008,0,0,0.074772,0,0,0,0,0,0,0,0,500598,754901784,0,0
2,0,60.5262,0,60.1457,2.50852,0.288784,96.986,0.220836,0.220836,0,0,0,0,0,534996,806773968,505189,761825012,501709,756577172,17931,114,0,0,0,0
3,0,0,0,0,0.0142181,3.43039,0.581816,95.9727,95.4634,0,0.229664,0.048108,0,0.231528,0,0,0,0,0,0,0,0,501709,756577172,0,0
4,0,60.7874,0,60.6168,2.49397,0.289168,97.0995,0.219464,0.219464,0,0,0,0,0,535005,806787540,505907,762907756,503874,759841992,18001,72,0,0,0,0
5,0,0,0,0,0.103355,3.28846,0.580924,96.1241,95.8125,0,0.230336,0.075868,0,0.005324,0,0,0,0,0,0,0,0,503874,759841992,0,0
6,0,60.0016,0,60.7519,3.19493,0.28648,96.3553,0.219828,0.219828,0,0,0,0,0,535013,806799604,501238,755866904,497361,750020388,17767,138,0,0,0,0
7,0,0,0,0,0.111933,3.21283,0.577928,96.1485,94.5801,0,0.227412,0.074728,0,1.26624,0,0,0,0,0,0,0,0,497361,750020388,0,0
Node,Aggregate thput,Throughput,Last agg thput,Last thput,Idle,CCA busy,Tx,Rx,Rx ME ok,Rx SBSS ok,Rx OBSS ok,Rx ME err,Rx SBSS err,Rx OBSS err,Mac Tx packets,Mac Tx bytes,Tx packets,Tx bytes,TxOk packets,TxOk bytes,ACK received,ACK missed,Mac Rx packets,Mac Rx bytes,Mac Rx drop packets,Mac Rx drop bytes
0,179.173,61.0373,179.524,61.039,2.39568,0.289296,97.1082,0.216968,0.216968,0,0,0,0,0,534988,806761904,505974,763008792,505946,762966568,18081,0,0,0,0,0
1,0,0,0,0,2.39959,0.59424,0.578588,96.4324,96.202,0,0.230336,0,0,0,0,0,0,0,0,0,0,0,505946,762966568,0,0
2,0,28.012,0,28.7401,2.52323,1.02281,50.711,45.7904,0.155792,0,37.5308,0.000288,0,8.10356,534996,806773968,263202,396908616,232195,350150060,8307,1095,0,0,0,0
3,0,0,0,0,1.6538,2.68525,0.349076,95.3593,44.2919,0,37.8598,4.60555,0,8.60195,0,0,0,0,0,0,0,0,232258,350245064,0,0
4,0,60.9815,0,60.9877,2.40232,0.292224,97.0849,0.225964,0.225964,0,0,0,0,0,535005,806787540,505797,762741876,505483,762268364,18075,1,0,0,0,0
5,0,0,0,0,2.29327,0.715389,0.591244,96.4002,96.1699,0,0.230336,0,0,0,0,0,0,0,0,0,0,0,505483,762268364,0,0
6,0,29.1418,0,28.757,2.38957,1.10704,53.2428,43.308,0.16542,0,41.7995,0.000348,0,1.34269,535013,806799604,276327,416701116,241560,364272480,8637,1235,0,0,0,0
7,0,0,0,0,2.19823,2.69698,0.369016,94.7832,46.0713,0,42.0217,4.81567,0,1.87457,0,0,0,0,0,0,0,0,241781,364605748,0,0
Node,Aggregate thput,Throughput,Last agg thput,Last thput,Idle,CCA busy,Tx,Rx,Rx ME ok,Rx SBSS ok,Rx OBSS ok,Rx ME err,Rx SBSS err,Rx OBSS err,Mac Tx packets,Mac Tx bytes,Tx packets,Tx bytes,TxOk packets,TxOk bytes,ACK received,ACK missed,Mac Rx packets,Mac Rx bytes,Mac Rx drop packets,Mac Rx drop bytes
0,241.434,60.3576,241.42,60.4985,2.73662,0.288208,96.837,0.221044,0.221044,0,0,0,0,0,534988,806761904,504181,760304948,500312,754470496,17877,136,0,0,0,0
