Node,CST,Tx power,IP address,x,y,z
0,-82,23,10.1.1.1,6.28587,6.76545,1.5
1,-82,15,10.1.1.2,5.41915,7.26423,1.5
2,-82,23,10.1.2.1,13.3475,5.08869,1.5
3,-82,15,10.1.2.2,14.167,4.51552,1.5
4,-82,23,10.1.3.1,26.1764,3.63983,1.5
5,-82,15,10.1.3.2,25.3789,3.03646,1.5
6,-82,23,10.1.4.1,34.6541,6.19368,1.5
7,-82,15,10.1.4.2,34.3128,7.13363,1.5
8,-82,23,10.1.5.1,45.9914,3.62793,1.5
9,-82,15,10.1.5.2,45.6137,4.55385,1.5
10,-82,23,10.1.6.1,52.3772,6.30799,1.5
11,-82,15,10.1.6.2,52.5935,5.33167,1.5
12,-82,23,10.1.7.1,68.849,7.5186,1.5
13,-82,15,10.1.7.2,68.0779,6.88192,1.5
14,-82,23,10.1.8.1,71.5313,2.41938,1.5
15,-82,15,10.1.8.2,71.8094,3.37993,1.5
16,-82,23,10.1.9.1,84.1414,2.43165,1.5
17,-82,15,10.1.9.2,83.8741,1.46805,1.5
18,-82,23,10.1.10.1,96.5107,6.31809,1.5
19,-82,15,10.1.10.2,96.0167,7.18755,1.5
20,-82,23,10.1.11.1,7.24903,12.9047,1.5
21,-82,15,10.1.11.2,6.2637,12.7341,1.5
22,-82,23,10.1.12.1,15.1834,17.9277,1.5
23,-82,15,10.1.12.2,14.1867,18.0094,1.5
24,-82,23,10.1.13.1,28.0234,11.4039,1.5
25,-82,15,10.1.13.2,28.3498,10.4586,1.5
26,-82,23,10.1.14.1,36.601,17.4298,1.5
27,-82,15,10.1.14.2,37.0426,16.5326,1.5
28,-82,23,10.1.15.1,46.7031,11.3512,1.5
29,-82,15,10.1.15.2,47.7012,11.4121,1.5
30,-82,23,10.1.16.1,56.1842,14.6129,1.5
31,-82,15,10.1.16.2,57.1797,14.7078,1.5
32,-82,23,10.1.17.1,62.1795,18.6221,1.5
33,-82,15,10.1.17.2,63.1161,18.9727,1.5
34,-82,23,10.1.18.1,78.4643,12.3547,1.5
35,-82,15,10.1.18.2,79.386,12.7427,1.5
36,-82,23,10.1.19.1,82.2853,15.6165,1.5
37,-82,15,10.1.19.2,81.8605,16.5218,1.5
38,-82,23,10.1.20.1,95.8898,13.5087,1.5
39,-82,15,10.1.20.2,96.3302,14.4065,1.5
Node,CST,Tx power,IP address,x,y,z
0,-82,23,10.1.1.1,1.98526,2.49176,1.5
1,-82,15,10.1.1.2,2.27133,1.53355,1.5
2,-82,23,10.1.2.1,17.9732,2.40401,1.5
3,-82,15,10.1.2.2,17.1348,1.85891,1.5
4,-82,23,10.1.3.1,26.686,7.4274,1.5
5,-82,15,10.1.3.2,27.2657,6.6126,1.5
6,-82,23,10.1.4.1,34.9365,6.64213,1.5
7,-82,15,10.1.4.2,35.6623,5.95418,1.5
8,-82,23,10.1.5.1,42.4594,3.63753,1.5
9,-82,15,10.1.5.2,41.952,4.49922,1.5
10,-82,23,10.1.6.1,56.1691,3.1692,1.5
11,-82,15,10.1.6.2,56.6515,4.04515,1.5
12,-82,23,10.1.7.1,68.3971,2.39852,1.5
13,-82,15,10.1.7.2,69.2172,2.97066,1.5
14,-82,23,10.1.8.1,75.517,2.36994,1.5
15,-82,15,10.1.8.2,75.1774,1.42939,1.5
16,-82,23,10.1.9.1,86.727,7.13347,1.5
17,-82,15,10.1.9.2,87.0605,8.07621,1.5
18,-82,23,10.1.10.1,95.7459,5.35217,1.5
19,-82,15,10.1.10.2,96.7208,5.57491,1.5
20,-82,23,10.1.11.1,3.29439,12.2839,1.5
21,-82,15,10.1.11.2,2.30833,12.1175,1.5
22,-82,23,10.1.12.1,11.6271,11.6035,1.5
23,-82,15,10.1.12.2,12.4299,12.1998,1.5
24,-82,23,10.1.13.1,23.4539,17.7135,1.5
25,-82,15,10.1.13.2,24.3831,17.3441,1.5
26,-82,23,10.1.14.1,33.6522,14.6532,1.5
27,-82,15,10.1.14.2,34.1949,13.8133,1.5
28,-82,23,10.1.15.1,48.4174,18.9168,1.5
29,-82,15,10.1.15.2,47.4552,18.6442,1.5
30,-82,23,10.1.16.1,52.9206,16.2271,1.5
31,-82,15,10.1.16.2,52.3091,17.0184,1.5
32,-82,23,10.1.17.1,64.0321,15.3025,1.5
33,-82,15,10.1.17.2,63.4656,16.1266,1.5
34,-82,23,10.1.18.1,75.8631,15.4183,1.5
35,-82,15,10.1.18.2,76.4773,16.2074,1.5
36,-82,23,10.1.19.1,82.4263,12.4415,1.5
37,-82,15,10.1.19.2,83.3911,12.1784,1.5
38,-82,23,10.1.20.1,92.4691,15.402,1.5
39,-82,15,10.1.20.2,91.4874,15.2117,1.5
Node,CST,Tx power,IP address,x,y,z
0,-82,23,10.1.1.1,6.91416,2.74238,1.5
1,-82,15,10.1.1.2,7.63137,3.43923,1.5
2,-82,23,10.1.2.1,12.2843,5.37076,1.5
3,-82,15,10.1.2.2,12.0975,6.35315,1.5
4,-82,23,10.1.3.1,27.3251,2.54897,1.5
5,-82,15,10.1.3.2,27.8341,3.40974,1.5
6,-82,23,10.1.4.1,36.6988,5.11291,1.5
7,-82,15,10.1.4.2,36.0593,4.34408,1.5
8,-82,23,10.1.5.1,43.5829,4.55333,1.5
9,-82,15,10.1.5.2,42.5862,4.47243,1.5
10,-82,23,10.1.6.1,56.6596,6.65322,1.5
11,-82,15,10.1.6.2,55.6633,6.73941,1.5
12,-82,23,10.1.7.1,68.9951,1.50453,1.5
13,-82,15,10.1.7.2,68.4561,2.34682,1.5
14,-82,23,10.1.8.1,72.8474,7.73722,1.5
15,-82,15,10.1.8.2,71.8475,7.75291,1.5
16,-82,23,10.1.9.1,85.8306,1.63028,1.5
17,-82,15,10.1.9.2,85.2679,2.45693,1.5
18,-82,23,10.1.10.1,95.2746,1.83616,1.5
19,-82,15,10.1.10.2,96.1512,1.35484,1.5
20,-82,23,10.1.11.1,8.36111,14.8428,1.5
21,-82,15,10.1.11.2,9.26492,15.2707,1.5
22,-82,23,10.1.12.1,14.6415,13.9275,1.5
23,-82,15,10.1.12.2,13.7226,14.3219,1.5
24,-82,23,10.1.13.1,26.6566,11.0468,1.5
25,-82,15,10.1.13.2,25.8412,11.6256,1.5
26,-82,23,10.1.14.1,34.2139,18.6072,1.5
27,-82,15,10.1.14.2,35.2139,18.6145,1.5
28,-82,23,10.1.15.1,44.4895,17.0753,1.5
29,-82,15,10.1.15.2,45.423,16.7166,1.5
30,-82,23,10.1.16.1,57.8369,16.7144,1.5
31,-82,15,10.1.16.2,56.8446,16.8386,1.5
32,-82,23,10.1.17.1,62.2852,16.0051,1.5
33,-82,15,10.1.17.2,61.7231,15.178,1.5
34,-82,23,10.1.18.1,71.5759,18.8142,1.5
35,-82,15,10.1.18.2,72.1442,19.637,1.5
36,-82,23,10.1.19.1,82.3263,11.9218,1.5
37,-82,15,10.1.19.2,82.7267,11.0054,1.5
38,-82,23,10.1.20.1,96.0183,11.8714,1.5
39,-82,15,10.1.20.2,96.3401,12.8183,1.5
Node,CST,Tx power,IP address,x,y,z
0,-82,23,10.1.1.1,6.45603,5.8021,1.5
1,-82,15,10.1.1.2,6.08704,4.87267,1.5
2,-82,23,10.1.2.1,14.7828,4.46658,1.5
3,-82,15,10.1.2.2,15.7577,4.24373,1.5
4,-82,23,10.1.3.1,27.7706,8.38854,1.5
5,-82,15,10.1.3.2,26.8335,8.73761,1.5
6,-82,23,10.1.4.1,33.9923,3.36562,1.5
7,-82,15,10.1.4.2,33.4383,4.19812,1.5
8,-82,23,10.1.5.1,43.8916,7.29947,1.5
9,-82,15,10.1.5.2,44.8807,7.15231,1.5
10,-82,23,10.1.6.1,51.7121,4.14163,1.5
11,-82,15,10.1.6.2,52.2755,4.96778,1.5
12,-82,23,10.1.7.1,63.0523,4.94861,1.5
13,-82,15,10.1.7.2,63.1192,3.95085,1.5
14,-82,23,10.1.8.1,75.2755,7.96474,1.5
15,-82,15,10.1.8.2,76.2683,8.08429,1.5
16,-82,23,10.1.9.1,82.1994,5.40489,1.5
17,-82,15,10.1.9.2,83.1203,5.79475,1.5
18,-82,23,10.1.10.1,96.5831,1.08012,1.5
19,-82,15,10.1.10.2,96.4224,2.06713,1.5
20,-82,23,10.1.11.1,2.56413,13.2299,1.5
21,-82,15,10.1.11.2,2.58051,14.2297,1.5
22,-82,23,10.1.12.1,15.6703,11.948,1.5
23,-82,15,10.1.12.2,16.6491,12.153,1.5
24,-82,23,10.1.13.1,26.7302,16.468,1.5
25,-82,15,10.1.13.2,27.6227,16.919,1.5
26,-82,23,10.1.14.1,37.124,14.4136,1.5
27,-82,15,10.1.14.2,37.1476,15.4133,1.5
28,-82,23,10.1.15.1,41.5115,13.2585,1.5
29,-82,15,10.1.15.2,41.5208,12.2585,1.5
30,-82,23,10.1.16.1,58.0901,16.2748,1.5
31,-82,15,10.1.16.2,57.1151,16.0526,1.5
32,-82,23,10.1.17.1,66.2227,17.7233,1.5
33,-82,15,10.1.17.2,65.2588,17.9894,1.5
34,-82,23,10.1.18.1,74.6795,17.2793,1.5
35,-82,15,10.1.18.2,74.8438,16.2929,1.5
36,-82,23,10.1.19.1,84.1349,14.3463,1.5
37,-82,15,10.1.19.2,84.854,15.0411,1.5
38,-82,23,10.1.20.1,97.1363,18.8609,1.5
39,-82,15,10.1.20.2,96.9545,19.8443,1.5
Node,CST,Tx power,IP address,x,y,z
0,-82,23,10.1.1.1,7.06177,2.28652,1.5
1,-82,15,10.1.1.2,6.51675,1.4481,1.5
2,-82,23,10.1.2.1,14.6388,1.36285,1.5
3,-82,15,10.1.2.2,15.39,0.702835,1.5
4,-82,23,10.1.3.1,21.3196,7.55527,1.5
5,-82,15,10.1.3.2,20.7384,6.74149,1.5
6,-82,23,10.1.4.1,36.3368,8.40552,1.5
7,-82,15,10.1.4.2,37.336,8.44619,1.5
8,-82,23,10.1.5.1,44.7628,3.47488,1.5
9,-82,15,10.1.5.2,44.5203,2.50472,1.5
10,-82,23,10.1.6.1,53.7042,1.16911,1.5
11,-82,15,10.1.6.2,54.6156,0.75757,1.5
12,-82,23,10.1.7.1,61.1506,2.43454,1.5
13,-82,15,10.1.7.2,62.1074,2.7252,1.5
14,-82,23,10.1.8.1,75.8643,6.58748,1.5
15,-82,15,10.1.8.2,76.1725,7.5388,1.5
16,-82,23,10.1.9.1,86.4098,8.57128,1.5
17,-82,15,10.1.9.2,86.2305,7.58747,1.5
18,-82,23,10.1.10.1,98.7406,7.24851,1.5
19,-82,15,10.1.10.2,98.0035,6.57271,1.5
20,-82,23,10.1.11.1,4.6731,12.9488,1.5
21,-82,15,10.1.11.2,5.62992,13.2395,1.5
22,-82,23,10.1.12.1,18.0914,12.3038,1.5
23,-82,15,10.1.12.2,18.9734,12.775,1.5
24,-82,23,10.1.13.1,23.3929,17.5375,1.5
25,-82,15,10.1.13.2,23.9472,18.3698,1.5
26,-82,23,10.1.14.1,35.5723,12.3963,1.5
27,-82,15,10.1.14.2,35.176,13.3145,1.5
28,-82,23,10.1.15.1,41.9194,14.8363,1.5
29,-82,15,10.1.15.2,40.9402,14.6337,1.5
30,-82,23,10.1.16.1,53.2817,18.8506,1.5
31,-82,15,10.1.16.2,52.7242,19.6808,1.5
32,-82,23,10.1.17.1,68.1508,13.1484,1.5
33,-82,15,10.1.17.2,67.1931,12.8607,1.5
34,-82,23,10.1.18.1,73.215,13.8988,1.5
35,-82,15,10.1.18.2,73.7591,13.0598,1.5
36,-82,23,10.1.19.1,85.4838,15.2105,1.5
37,-82,15,10.1.19.2,84.8525,14.435,1.5
38,-82,23,10.1.20.1,97.3747,18.0694,1.5
39,-82,15,10.1.20.2,97.3698,17.0694,1.5
Node,CST,Tx power,IP address,x,y,z
0,-82,23,10.1.1.1,8.40867,1.18276,1.5
1,-82,15,10.1.1.2,8.57032,2.16961,1.5
2,-82,23,10.1.2.1,18.23,6.03622,1.5
3,-82,15,10.1.2.2,17.8159,5.12598,1.5
4,-82,23,10.1.3.1,23.7195,6.02707,1.5
5,-82,15,10.1.3.2,23.3921,5.08221,1.5
6,-82,23,10.1.4.1,31.8949,8.81494,1.5
7,-82,15,10.1.4.2,30.9217,8.58493,1.5
8,-82,23,10.1.5.1,44.6945,3.06229,1.5
9,-82,15,10.1.5.2,43.8055,2.60446,1.5
10,-82,23,10.1.6.1,58.0776,6.12981,1.5
11,-82,15,10.1.6.2,57.4599,5.34334,1.5
12,-82,23,10.1.7.1,62.3001,7.79843,1.5
13,-82,15,10.1.7.2,62.3819,8.79508,1.5
14,-82,23,10.1.8.1,71.5665,2.18401,1.5
15,-82,15,10.1.8.2,72.1398,3.00335,1.5
16,-82,23,10.1.9.1,83.9162,2.11996,1.5
17,-82,15,10.1.9.2,84.0455,3.11157,1.5
18,-82,23,10.1.10.1,98.6074,7.51589,1.5
19,-82,15,10.1.10.2,97.6168,7.65292,1.5
20,-82,23,10.1.11.1,2.90923,12.7313,1.5
