0,-60.7118
1,-60.7118
2,-76.7012,-70.2413,-60.7118
3,-71.6935,-63.1366,-60.7118
4,-75.6421,-68.8923,-60.7118
5,-73.1574,-67.4171,-60.7118
6,-60.7118
7,-60.7118
8,-60.7118
9,-60.7118
10,-70.2413,-63.1366,-60.7118
11,-76.7012,-71.6935,-60.7118
12,-60.7118
13,-60.7118
14,-68.8923,-67.4171,-60.7118
15,-75.6421,-73.1574,-60.7118
