0,-81.8207,-81.6783,-80.9318,-80.7026,-80.4175,-46.7324
1,-81.374,-81.2742,-80.9712,-46.7324
2,-81.374,-80.9318,-46.7324
3,-81.6783,-46.7324
4,-81.2742,-80.7026,-55.1636,-55.0687,-46.7324
5,-80.9712,-80.4175,-57.8682,-57.7165,-46.7324
6,-57.7165,-55.1636,-46.7324
7,-81.8207,-57.8682,-55.0687,-46.7324
