0,-80.618,-78.8828,-77.9788,-76.9487,-76.559,-76.3297,-76.0359,-75.3633,-73.4447,-71.7817,-65.8263
1,-81.4176,-81.3289,-80.9269,-80.4986,-78.7266,-77.1725,-68.7567,-65.8263
2,-80.9269,-77.9748,-76.559,-76.4881,-69.904,-65.8263
3,-80.6226,-73.8582,-65.8263
4,-81.4176,-76.3297,-74.6585,-70.7496,-65.8263,-65.8125,-65.49,-63.6413,-57.0717,-54.6632,-52.6648
5,-78.7266,-75.3633,-74.2848,-73.3353,-71.358,-70.9919,-69.2554,-67.9203,-65.8263,-65.4867,-60.7335
6,-77.9788,-75.7351,-70.5186,-69.2554,-65.8263,-64.2003,-62.4916,-58.5036,-52.6648,-49.1781
7,-81.0811,-80.4986,-78.7732,-77.9748,-75.1057,-74.4429,-74.2848,-73.4447,-69.9006,-66.1333,-65.8263,-65.49
8,-80.6226,-76.4881,-71.7817,-68.7567,-65.8263
9,-77.1725,-76.0359,-73.8582,-69.904,-65.8263
10,-78.8828,-76.7631,-71.358,-71.1322,-66.1333,-65.8263,-61.2974,-61.1008,-57.0717,-49.1781
11,-80.618,-75.1057,-67.0307,-65.8263,-65.4867,-64.2003,-63.6413,-61.6475,-59.157,-58.2107
12,-78.7732,-71.1322,-70.9919,-70.7496,-70.5186,-67.7211,-65.8263,-64.0555,-58.2107
13,-81.0811,-76.7631,-75.7351,-74.6585,-74.6569,-71.3104,-67.9203,-67.0307,-65.8263
14,-81.3289,-76.9487,-71.3104,-69.9006,-67.7211,-65.8263,-61.1008,-60.7335,-59.157,-58.5036,-54.6632
15,-74.6569,-74.4429,-73.3353,-65.8263,-65.8125,-64.0555,-62.4916,-61.6475,-61.2974
