0,-81.9852,-81.8904,-78.0356,-77.6722,-66.6926,-63.5378,-62.223,-58.9795,-54.8141,-52.7532,-45.1697
1,-81.8639,-74.4739,-72.2865,-69.8407,-66.4928,-61.9986,-52.7532,-51.3073
2,-75.2489,-73.2875,-72.1236,-70.196,-69.8407,-68.2673,-67.625,-66.0846,-65.6749,-63.7327,-63.5378,-61.9497,-42.5976
3,-75.3592,-75.066,-73.6538,-72.2879,-71.5015,-67.5491,-67.2125,-66.4928,-66.304,-64.4626,-60.9658,-58.9795,-42.5976
4,-81.1616,-81.1394,-78.0356,-77.3073,-77.0072,-76.7361,-76.7221,-69.9996,-69.3819,-69.2501,-67.5491,-63.7327,-62.3745,-58.436,-52.0455,-43.3404,-39.6698
5,-81.8639,-80.8114,-78.3276,-77.8082,-77.6722,-77.0195,-76.9668,-71.9874,-71.8509,-71.1602,-66.304,-65.0498,-61.9497,-53.8487,-50.1432,-48.6063,-39.6698
6,-80.1636,-78.5457,-77.3804,-75.9841,-74.4617,-73.6538,-71.147,-70.6406,-70.3146,-70.196,-66.8927,-66.3362,-58.436,-53.8487,-45.4203
7,-78.0504,-76.6234,-75.3592,-74.0565,-73.3667,-72.1236,-69.8912,-68.1565,-66.9208,-65.6258,-62.0583,-61.5554,-52.0455,-50.1432,-45.4203
8,-81.2373,-79.9842,-76.9668,-76.7361,-76.3268,-73.8023,-73.548,-73.1052,-71.7025,-70.6406,-69.2608,-68.1565,-59.6626,-56.0385,-55.0803,-53.4957,-48.8612
9,-81.1166,-79.3388,-77.7347,-76.794,-74.7116,-74.4892,-71.1602,-69.9996,-68.1957,-66.8927,-64.7285,-63.9533,-63.4164,-61.5554,-54.8323,-53.4957,-45.708
10,-81.1465,-80.9498,-78.5457,-76.6234,-75.6326,-73.8432,-72.2378,-68.9983,-67.5769,-64.0269,-63.9533,-63.7128,-61.7637,-59.9492,-48.8612,-43.8101
11,-80.5844,-80.1636,-79.5661,-78.0504,-74.8121,-69.8954,-68.6128,-67.8843,-64.7285,-63.9791,-63.02,-61.4452,-59.2179,-55.0803,-52.2419,-43.8101
12,-81.1804,-79.3388,-78.6312,-78.1156,-76.7259,-76.5991,-75.0206,-73.1052,-69.6816,-68.2124,-68.1989,-66.5746,-63.9791,-63.7128,-57.0747,-46.8638
13,-78.7981,-78.2638,-77.7347,-77.4316,-75.1993,-73.5589,-71.9114,-71.7025,-68.4006,-62.0368,-61.7637,-59.4334,-59.407,-59.2724,-59.2179,-46.8638
14,-81.049,-77.3588,-77.1183,-77.0426,-76.0475,-75.6326,-74.8121,-72.9327,-71.8852,-69.5251,-67.4011,-64.5853,-62.6976,-59.407,-57.0747,-56.9325
15,-81.2021,-80.9498,-79.5661,-76.3467,-75.3708,-75.2238,-73.1545,-73.0393,-71.9195,-69.6816,-68.4006,-66.7209,-64.5939,-61.1128,-59.4501,-58.8424,-56.9325,-36.7324
16,-77.4316,-76.7259,-75.7053,-72.6147,-71.3801,-68.0897,-67.1381,-65.5671,-64.5853,-64.4723,-59.4501,-58.5796,-42.9616
17,-78.7981,-78.6312,-74.6492,-68.5068,-67.4011,-66.8745,-65.587,-64.6509,-63.4323,-59.5679,-58.8424,-53.9097,-42.9616
