Node,Aggregate thput,Throughput,Last agg thput,Last thput,Idle,CCA busy,Tx,Rx,Rx ME ok,Rx SBSS ok,Rx OBSS ok,Rx ME err,Rx SBSS err,Rx OBSS err,Mac Tx packets,Mac Tx bytes,Tx packets,Tx bytes,TxOk packets,TxOk bytes,ACK received,ACK missed,Mac Rx packets,Mac Rx bytes,Mac Rx drop packets,Mac Rx drop bytes
0,12.438,2.752,11.6786,2.4882,4.68666,6.96672,24.9774,23.3773,0.212592,0,10.5691,0.00186,0,12.5937,320992,484055936,124895,188341660,13687,20639996,1028,3433,0,0,0,0
1,0,0,0,0,1.26736,11.8663,0.322504,46.5466,6.44899,0,10.2455,11.6065,0,18.2457,0,0,0,0,0,0,0,0,14127,21303516,0,0
2,0,1.76898,0,1.51464,7.73417,10.6883,17.5494,24.0328,0.137124,0,10.3168,0.004176,0,13.5748,320998,484064984,81694,123194552,8798,13267384,687,2233,0,0,0,0
3,0,0,0,0,1.14973,24.6134,0.213268,34.0264,4.29562,0,9.43208,3.80692,0,16.4918,0,0,0,0,0,0,0,0,9316,14048528,0,0
4,0,1.19413,0,0.935563,7.92236,10.3859,31.3813,10.3187,0.262668,0,0.33396,0.001908,0,9.72019,321003,484072524,153918,232108344,5939,8956012,437,5060,0,0,0,0
5,0,0,0,0,1.43153,12.3297,0.38464,45.8569,3.36664,0,0.552636,20.6362,0,21.3014,0,0,0,0,0,0,0,0,6371,9607468,0,0
6,0,6.72287,0,6.74016,1.90146,14.1912,22.4758,21.4344,0.180012,0,9.56292,0.0039,0,11.6876,321008,484080064,115607,174335356,33436,50421488,1785,2346,0,0,0,0
7,0,0,0,0,4.97291,11.1627,0.302412,43.5839,11.3885,0,0.966396,10.4887,0,20.7404,0,0,0,0,0,0,0,0,35975,54250300,0,0
Node,Aggregate thput,Throughput,Last agg thput,Last thput,Idle,CCA busy,Tx,Rx,Rx ME ok,Rx SBSS ok,Rx OBSS ok,Rx ME err,Rx SBSS err,Rx OBSS err,Mac Tx packets,Mac Tx bytes,Tx packets,Tx bytes,TxOk packets,TxOk bytes,ACK received,ACK missed,Mac Rx packets,Mac Rx bytes,Mac Rx drop packets,Mac Rx drop bytes
0,0.0219163,0.0162864,0.021112,0.0168896,3.36714,3.44049,52.7513,0.467148,0.467148,0,0,0,0,0,320992,484055936,271916,410049328,81,122148,81,9632,0,0,0,0
1,0,0,0,0,6.58634,1.00836,0.663484,51.7626,0.781128,0,0.181844,50.7925,0,0.007104,0,0,0,0,0,0,0,0,81,122148,0,0
2,0,0.00100533,0,0.0006032,3.58346,1.63795,54.3096,0.523116,0.480732,0,0.040608,0,0,0.001776,320998,484064984,279935,422141980,5,7540,5,9994,0,0,0,0
3,0,0,0,0,1.21752,4.88428,0.68152,53.2655,0.38734,0,0.173356,52.6899,0,0.014856,0,0,0,0,0,0,0,0,5,7540,0,0
4,0,0.0042224,0,0.0036192,9.24458,5.2397,39.7721,5.77087,0.33582,0,0.2523,0.002496,0,5.18025,321003,484072524,195361,294604388,21,31668,21,6958,0,0,0,0
5,0,0,0,0,0.448307,13.6986,1.02659,44.8484,0.654936,0,0.435,31.9337,0,11.8247,0,0,0,0,0,0,0,0,21,31668,0,0
6,0,0.000402133,0,0,11.1268,4.57934,22.1296,22.1902,0.173112,0,0.612668,0.001728,0,21.4027,321008,484080064,100972,152265776,2,3016,2,3606,0,0,0,0
7,0,0,0,0,0.43856,17.2449,0.335032,42.0035,0.187984,0,0.78852,10.2712,0,30.7558,0,0,0,0,0,0,0,0,2,3016,0,0
Node,Aggregate thput,Throughput,Last agg thput,Last thput,Idle,CCA busy,Tx,Rx,Rx ME ok,Rx SBSS ok,Rx OBSS ok,Rx ME err,Rx SBSS err,Rx OBSS err,Mac Tx packets,Mac Tx bytes,Tx packets,Tx bytes,TxOk packets,TxOk bytes,ACK received,ACK missed,Mac Rx packets,Mac Rx bytes,Mac Rx drop packets,Mac Rx drop bytes
0,1.08556,0.0438325,1.01036,0.0428272,4.63688,6.30085,23.6109,25.4665,0.205416,0,17.4527,0.004908,0,7.80346,320992,484055936,118297,178391876,218,328744,218,4009,0,0,0,0
