0,-81.8242,-81.0414,-78.1513,-78.0414,-73.5147,-68.1901,-67.3506,-65.2273,-64.9111,-56.2322,-54.391,-45.8726,-43.1576
1,-80.8491,-79.3126,-77.9248,-77.3848,-70.4706,-67.4793,-59.643,-59.0592,-58.8923,-54.4874,-50.5222,-46.1756,-37.8726
2,-80.6925,-73.8561,-73.2922,-72.0963,-71.5826,-69.9006,-68.9387,-65.2005,-64.0389,-59.6153,-58.4685,-57.4524,-54.1756,-43.1576,-35.2917
3,-80.2605,-73.0865,-72.2324,-71.8632,-69.9702,-69.159,-67.8121,-64.0481,-63.6903,-57.8018,-57.1252,-55.9446,-54.4874,-46.391,-27.2917
4,-81.8815,-78.883,-78.3861,-77.3401,-76.8775,-75.4793,-72.7527,-72.7206,-71.1329,-68.1901,-67.6166,-65.1252,-64.7113,-58.4685,-54.6949,-52.5557,-49.8746,-49.8253,-49.4986,-39.6764
5,-80.2499,-78.6631,-77.3848,-76.7219,-76.5063,-75.3753,-74.791,-70.9876,-70.0414,-68.6995,-67.8121,-66.3728,-65.6749,-60.9387,-56.0301,-52.4961,-51.6846,-44.9909,-44.9232,-31.6764
6,-81.6054,-78.1513,-77.159,-75.7656,-74.0873,-71.6325,-69.9006,-68.124,-68.025,-66.6913,-66.5953,-66.5878,-65.8662,-58.7878,-54.0315,-52.9232,-49.8746,-48.2349,-46.2796
7,-81.7934,-78.3469,-76.0104,-74.8969,-74.3227,-74.2684,-73.0865,-70.9803,-70.5278,-69.6759,-66.4585,-65.9893,-65.8561,-65.635,-59.4452,-51.6846,-50.9169,-44.5557,-40.2349
8,-80.6925,-79.8412,-78.4978,-78.16,-77.4153,-76.5242,-73.6749,-73.6089,-71.3048,-67.6166,-67.4452,-65.3286,-64.4006,-59.6604,-58.0678,-54.0315,-52.2244,-45.9213,-43.699
9,-80.1531,-77.7809,-77.7612,-76.7219,-75.137,-74.9661,-70.9803,-70.3861,-70.338,-68.5095,-68.1219,-65.5965,-58.5953,-56.2468,-53.6901,-50.5967,-35.9327,-35.699
10,-80.9193,-80.2979,-79.4943,-79.2162,-77.6759,-76.8775,-74.8023,-72.3621,-71.3797,-69.1117,-68.1294,-65.8662,-63.5321,-61.7425,-61.0211,-51.4574,-45.9213,-44.9864,-43.9327
11,-81.979,-81.2202,-79.5003,-79.4375,-78.3469,-77.519,-76.8704,-74.1585,-71.9258,-69.0478,-68.0343,-66.0873,-65.0662,-61.1853,-61.0744,-57.3588,-50.5967,-50.0678,-41.4497,-36.9864
12,-81.6054,-81.1495,-79.299,-77.6521,-76.5095,-74.59,-71.3048,-71.1368,-69.911,-69.1853,-67.2735,-65.8886,-63.8595,-63.1865,-62.5888,-61.7425,-57.9952,-52.7307,-46.772,-39.4368
13,-80.9148,-79.9776,-77.0762,-76.0336,-75.137,-71.9835,-71.4849,-70.16,-68.0343,-66.6754,-66.6658,-66.4007,-66.3579,-65.5525,-60.1294,-58.5706,-52.4268,-47.7828,-31.4368
14,-79.9258,-79.8412,-78.2255,-77.0506,-76.9347,-76.6435,-73.7218,-71.3797,-70.6286,-68.7685,-65.5046,-65.316,-60.4397,-60.4268,-58.8835,-52.7307,-50.3969,-38.901
15,-79.7504,-79.5003,-77.6475,-77.0619,-76.1983,-74.8589,-72.4171,-71.2162,-70.438,-67.4769,-64.0045,-62.4073,-58.5706,-58.2559,-56.2996,-51.1668,-49.9952,-30.901
16,-80.9193,-75.9048,-74.5775,-74.4007,-73.6984,-68.3234,-65.8886,-65.4154,-63.9171,-63.6153,-60.4975,-59.1668,-59.0326,-50.3969,-49.7667
17,-79.8538,-79.8458,-73.9814,-72.7109,-71.4849,-67.5787,-66.6259,-65.6422,-61.911,-60.4137,-57.5511,-57.5007,-56.2996,-55.3566,-50.8835,-41.7667
18,-79.299,-78.438,-74.2203,-70.6286,-68.4806,-68.4137,-63.3889,-59.0326,-55.8431,-51.7563,-45.244
19,-78.6765,-77.0619,-75.0525,-70.3985,-68.9347,-67.5787,-65.9702,-61.1131,-60.2137,-55.9171,-37.244
20,-79.4251,-78.8096,-77.3401,-72.0481,-68.5352,-64.0389,-61.4836,-58.5222,-57.1393,-56.2322,-38.8186
21,-78.6765,-77.8612,-76.6749,-71.8632,-67.0645,-64.0963,-59.4165,-58.8923,-57.2273,-54.7277,-30.8186
22,-79.2907,-77.5541,-75.7656,-74.3728,-67.643,-66.6807,-64.9111,-64.7113,-63.9446,-63.4536,-62.7277,-57.4524,-57.1393,-47.5371,-45.2995
