10.0005,6
10.0005,5
10.016,1
10.0221,0
10.033,12
10.0331,7
10.0332,0
10.2248,4
10.2248,1
10.2703,0
10.2757,5
10.4147,2
10.7789,0
10.7843,15
11.289,9
11.289,0
11.2945,8
11.2946,0
11.3,3
12.3033,0
12.3088,3
12.3089,0
12.309,15
12.3091,5
12.3092,0
12.3146,1
12.3147,0
12.3201,8
12.8234,3
12.8249,0
12.8303,14
12.8304,3
12.8362,0
12.8416,12
13.3456,8
13.3457,0
13.3565,14
13.3566,8
13.3567,0
13.3621,3
13.3624,0
13.3678,15
13.368,2
13.368,0
13.3735,3
13.3736,0
13.3737,1
13.3738,0
13.3792,14
13.3794,0
13.3795,12
13.3796,9
13.3797,0
13.3851,14
13.3852,6
13.3853,0
13.3907,1
13.3907,0
13.3961,6
13.3962,0
13.4016,4
13.4017,0
13.4071,6
13.4072,0
13.9231,10
13.9231,8
13.9232,0
13.9286,12
13.9287,3
13.9288,0
13.9342,14
13.9344,0
13.9398,12
13.9399,0
13.9453,15
13.9454,12
13.9455,0
13.9511,6
13.9512,0
13.9567,10
14.4629,2
14.463,0
14.4684,13
14.4685,0
14.4739,3
14.474,0
14.4794,9
14.4796,0
14.485,13
14.485,12
14.4851,0
14.4906,4
14.4912,0
14.4913,13
14.4914,12
14.4915,0
14.4969,15
15.0013,2
15.0013,0
15.0068,2
15.0068,0
15.007,6
15.007,0
15.0179,3
15.018,0
15.0234,11
15.0235,2
15.0235,0
15.0289,4
15.029,0
15.0344,11
15.0345,3
15.0346,0
15.04,10
15.0401,0
15.0455,7
15.0456,6
15.0456,0
15.051,1
15.0511,0
15.0565,5
15.0566,0
15.062,13
15.0621,0
15.0676,9
15.0676,6
15.0677,0
15.0731,4
15.0732,0
15.0734,3
15.0734,2
15.0734,0
15.0788,12
15.079,0
15.0844,3
15.0845,0
15.0899,1
15.0899,0
15.0953,5
15.6019,0
15.6073,3
15.6074,0
15.6128,14
15.6129,10
15.6131,9
15.6185,4
15.6188,3
15.6188,2
15.6243,0
15.6297,3
15.6298,0
15.6352,1
15.6352,0
15.6407,4
15.6407,0
15.6516,11
15.6517,1
15.6517,0
15.6626,11
15.6627,8
15.6681,6
15.6682,2
15.6736,0
15.6791,6
15.6791,3
15.6846,0
15.69,15
15.6901,5
15.6956,0
15.7068,6
15.7069,1
15.7069,0
15.7123,2
15.7123,0
15.7178,7
15.7181,1
15.7236,0
15.729,12
15.7291,7
15.7346,6
15.7346,0
15.7401,14
15.7401,13
15.7402,5
15.7457,0
15.7458,6
15.7459,4
15.7514,0
15.7568,14
15.7569,9
15.7624,6
15.7624,5
15.7624,0
15.7678,2
16.274,0
16.2794,2
16.2794,0
16.2849,10
16.285,0
16.2904,1
16.2904,0
16.2959,7
16.296,0
16.3014,1
16.3014,0
16.3068,4
16.3069,0
16.3123,15
16.813,10
16.8144,2
16.8199,0
16.8311,10
16.8312,7
16.8367,6
16.8367,4
16.8422,0
16.8423,12
16.8424,5
16.8479,0
16.8483,1
16.8484,0
16.8538,14
16.8538,12
16.8593,6
16.8594,3
16.8594,0
16.8648,5
16.8649,3
16.8704,0
