Node,Aggregate thput,Throughput,Last agg thput,Last thput,Idle,CCA busy,Tx,Rx,Rx ME ok,Rx SBSS ok,Rx OBSS ok,Rx ME err,Rx SBSS err,Rx OBSS err,Mac Tx packets,Mac Tx bytes,Tx packets,Tx bytes,TxOk packets,TxOk bytes,ACK received,ACK missed,Mac Rx packets,Mac Rx bytes,Mac Rx drop packets,Mac Rx drop bytes
0,146.013,35.9075,160.267,43.9624,2.52258,4.73021,38.5302,14.224,0.153224,0,0.305136,0,0,13.7657,320992,484055936,198433,299236964,178585,269306180,6545,542,0,0,0,0
1,0,0,0,0,0.052967,8.53087,0.31544,51.1024,34.9174,0,0.702776,0,0,15.4822,0,0,0,0,0,0,0,0,178667,269429836,0,0
2,0,39.5146,0,46.3469,2.20088,3.99933,40.8527,12.9562,0.15332,0,0.162808,0,0,12.6401,320998,484064984,211205,318497140,196525,296359700,7101,442,0,0,0,0
3,0,0,0,0,0.0529782,7.43624,0.324224,52.1903,37.8679,0,0.429752,0,0,13.8927,0,0,0,0,0,0,0,0,196607,296483356,0,0
4,0,53.9932,0,59.1136,1.66645,4.9989,53.0056,0.33584,0.127344,0,0.004252,0,0,0.204244,321003,484072524,275650,415680200,268534,404949272,9592,254,0,0,0,0
5,0,0,0,0,0.0524387,7.48648,0.324284,52.1382,51.069,0,0.143748,0,0,0.925472,0,0,0,0,0,0,0,0,268534,404949272,0,0
6,0,16.5975,0,10.8443,2.99679,29.9515,23.6282,3.2723,0.116436,0,0.016108,0,0,3.13975,321008,484080064,119518,180233144,82547,124480876,3199,1073,0,0,0,0
7,0,0,0,0,0.0526252,33.3471,0.213036,26.236,17.0811,0,0.167524,1.5972,0,7.39019,0,0,0,0,0,0,0,0,82575,124523100,0,0
Node,Aggregate thput,Throughput,Last agg thput,Last thput,Idle,CCA busy,Tx,Rx,Rx ME ok,Rx SBSS ok,Rx OBSS ok,Rx ME err,Rx SBSS err,Rx OBSS err,Mac Tx packets,Mac Tx bytes,Tx packets,Tx bytes,TxOk packets,TxOk bytes,ACK received,ACK missed,Mac Rx packets,Mac Rx bytes,Mac Rx drop packets,Mac Rx drop bytes
0,186.207,61.0344,186.292,61.039,1.45818,0.173648,58.2645,0.130228,0.130228,0,0,0,0,0,320992,484055936,303581,457800148,303553,457757924,10853,0,0,0,0,0
1,0,0,0,0,1.46053,0.356704,0.347288,57.8568,57.7185,0,0.138296,0,0,0,0,0,0,0,0,0,0,0,303553,457757924,0,0
2,0,61.037,0,61.039,1.48537,0.173648,58.267,0.130228,0.130228,0,0,0,0,0,320998,484064984,303594,457819752,303566,457777528,10853,0,0,0,0,0
3,0,0,0,0,1.48772,0.356704,0.347288,57.8592,57.7209,0,0.138296,0,0,0,0,0,0,0,0,0,0,0,303566,457777528,0,0
4,0,42.7347,0,43.9805,2.19824,1.17021,42.4536,14.2066,0.104396,0,0.16566,0,0,13.9365,321003,484072524,220296,332206368,212540,320510320,7596,276,0,0,0,0
5,0,0,0,0,1.29109,1.83651,0.261836,56.6339,40.4229,0,0.302276,0,0,15.9087,0,0,0,0,0,0,0,0,212540,320510320,0,0
6,0,21.4009,0,20.2337,2.12181,1.63945,22.5309,33.7365,0.06206,0,0.136136,0,0,33.5383,321008,484080064,115989,174911412,106437,160506996,3804,341,0,0,0,0
7,0,0,0,0,1.30412,2.08878,0.14498,56.4854,20.2507,0,0.291364,0,0,35.9433,0,0,0,0,0,0,0,0,106437,160506996,0,0
Node,Aggregate thput,Throughput,Last agg thput,Last thput,Idle,CCA busy,Tx,Rx,Rx ME ok,Rx SBSS ok,Rx OBSS ok,Rx ME err,Rx SBSS err,Rx OBSS err,Mac Tx packets,Mac Tx bytes,Tx packets,Tx bytes,TxOk packets,TxOk bytes,ACK received,ACK missed,Mac Rx packets,Mac Rx bytes,Mac Rx drop packets,Mac Rx drop bytes
0,168.005,16.7915,178.158,17.4421,1.54928,1.87796,19.0558,37.5356,0.061656,0,3.05968,0,0,34.4143,320992,484055936,97955,147716140,83512,125936096,2986,516,0,0,0,0
1,0,0,0,0,0.244265,4.29064,0.132136,55.3516,15.9028,0,3.13324,1.03837,0,35.2772,0,0,0,0,0,0,0,0,83512,125936096,0,0
2,0,61.0356,0,61.039,1.49928,0.173648,58.2657,0.130232,0.130232,0,0,0,0,0,320998,484064984,303587,457809196,303559,457766972,10853,0,0,0,0,0
3,0,0,0,0,1.50163,0.356704,0.347292,57.8579,57.7196,0,0.138296,0,0,0,0,0,0,0,0,0,0,0,303559,457766972,0,0
4,0,38.1962,0,40.1912,1.84505,1.2743,39.5046,17.4001,0.108456,0,5.21639,0,0,12.0752,321003,484072524,204951,309066108,189968,286471744,6786,534,0,0,0,0
5,0,0,0,0,0.244905,3.55213,0.255436,55.9662,36.147,0,3.74788,1.65596,0,14.4153,0,0,0,0,0,0,0,0,189968,286471744,0,0
6,0,51.982,0,59.4852,3.18983,1.42862,52.4233,2.98082,0.131812,0,0.029124,0,0,2.81989,321008,484080064,270779,408334732,258531,389864748,9237,437,0,0,0,0
7,0,0,0,0,0.244963,3.93509,0.325292,55.5119,49.1736,0,0.164492,0,0,6.17382,0,0,0,0,0,0,0,0,258531,389864748,0,0
Node,Aggregate thput,Throughput,Last agg thput,Last thput,Idle,CCA busy,Tx,Rx,Rx ME ok,Rx SBSS ok,Rx OBSS ok,Rx ME err,Rx SBSS err,Rx OBSS err,Mac Tx packets,Mac Tx bytes,Tx packets,Tx bytes,TxOk packets,TxOk bytes,ACK received,ACK missed,Mac Rx packets,Mac Rx bytes,Mac Rx drop packets,Mac Rx drop bytes
0,164.047,55.3366,169.455,56.9348,1.65666,2.39412,54.9478,1.0207,0.13636,0,0.028156,0,0,0.85618,320992,484055936,285912,431155296,275215,415024220,9832,381,0,0,0,0
1,0,0,0,0,0.0400374,5.17137,0.34076,54.4618,52.3495,0,0.188904,0,0,1.92334,0,0,0,0,0,0,0,0,275243,415066444,0,0
2,0,4.12348,0,4.05773,0.998323,4.82688,7.21783,47.0119,0.040268,0,0.16842,0,0,46.8032,320998,484064984,36214,54610712,20508,30926064,784,516,0,0,0,0
3,0,0,0,0,0.241364,5.16445,0.068808,54.5803,4.16884,0,0.300256,1.0224,0,49.0888,0,0,0,0,0,0,0,0,20508,30926064,0,0
