Unable to init server: Could not connect: Connection refused
Unable to init server: Could not connect: Connection refused

(mab_agents.py:10340): Gdk-CRITICAL **: 04:29:50.730: gdk_cursor_new_for_display: assertion 'GDK_IS_DISPLAY (display)' failed
Simulation time: 50.0 s
Waiting for simulation script to connect on port: tcp://localhost:50000
Please start proper ns-3 simulation script using ./waf --run "..."
Start
Progress: 0% 10% 20% 30% 40% 50% 60% 70% 80% 90% 100%
Done
Final step: 45980
Node    CST    Tx pow                    Mean                     Std    Played (s)    Played (count)
   0    -82         0    0.050051658910984627    0.218217890235992362          0.83                20
   0    -82         6    0.153530821758739749    0.179605302026774910          0.83                30
   0    -82        12    0.425211593235983232    0.104828483672191830          1.66                90
   0    -82        18    0.554278891525880391    0.087370405666103795          2.62               130
   0    -82        23    0.512975236062647499    0.094915799575249898          1.96               110
   0    -77         0    0.244652185803138245    0.179605302026774910          0.37                30
   0    -77         6    0.026561294081604288    0.218217890235992362          0.45                20
   0    -77        12    0.617554335467265902    0.054964970992931274          3.11               330
   0    -77        18    0.596741009462185779    0.063119440309780311          2.75               250
   0    -77        23    0.673303966142316246    0.056704797712374272          3.10               310
   0    -72         0    0.144225695166143891    0.218217890235992362          0.15                20
   0    -72         6    0.387205947138027529    0.118678165819385339          0.86                70
   0    -72        12    0.611527454049457853    0.067267279399631244          2.08               220
   0    -72        18    0.651433434141174827    0.049326362366699010          4.11               410
   0    -72        23    0.626283355713782131    0.058621038176054914          2.96               290
   0    -67         0    0.014574900532465230    0.301511344577763629          0.07                10
   0    -67         6    0.458310310291909717    0.090909090909090912          1.36               120
   0    -67        12    0.542562662918771754    0.090909090909090912          1.06               120
   0    -67        18    0.583877408293279387    0.081378845877115941          1.44               150
   0    -67        23    0.650433322240589140    0.050572173742417362          3.31               390
   0    -62         0    0.132401022430036569    0.218217890235992362          0.16                20
   0    -62         6    0.349479020041826738    0.111111111111111105          0.72                80
   0    -62        12    0.630936254309411582    0.058621038176054914          2.40               290
   0    -62        18    0.687247230578557189    0.027939937811355630         10.18              1280
   0    -62        23    0.555050681268030588    0.078567420131838608          1.44               161
                                                                              50.00              4951    Tot

Node    CST    Tx pow                    Mean                     Std    Played (s)    Played (count)
   1    -82         0    0.000000000000000000    0.218217890235992362          5.11                20
   1    -82         6    0.050720985343740962    0.218217890235992362          3.20                20
   1    -82        12    0.128730726117817246    0.179605302026774910          3.83                30
   1    -82        18    0.230289265789200170    0.140028008402800969          7.12                50
   1    -82        23    0.326363771892245302    0.156173761888606072          1.70                40
   1    -77         0    0.000000000000000000    0.218217890235992362          2.02                20
   1    -77         6    0.002430861499791557    0.218217890235992362          2.48                20
   1    -77        12    0.100272915762659107    0.179605302026774910          3.68                30
   1    -77        18    0.278118915766416730    0.128036879932895975          3.97                60
   1    -77        23    0.306155546405674162    0.140028008402800969          2.06                50
   1    -72         0    0.000000000000000000    0.179605302026774910          1.09                30
   1    -72         6    0.138865730201887638    0.218217890235992362          0.99                20
   1    -72        12    0.112976206564110712    0.156173761888606072          1.63                40
   1    -72        18    0.263071519243576579    0.179605302026774910          1.05                30
   1    -72        23    0.361154298180765776    0.136082763487954339          1.26                53
   1    -67         0    0.000000000000000000    0.218217890235992362          0.70                20
