0,-81.2198,-77.6363,-76.4423,-76.111,-72.0252,-67.4337,-65.8263
1,-80.5334,-77.528,-75.4142,-65.8263,-63.9747,-58.0992
2,-77.6363,-76.6871,-75.4142,-75.123,-74.1049,-67.2754,-65.8263
3,-78.129,-77.528,-76.111,-69.6223,-66.732,-65.8263,-65.5582
4,-80.5334,-76.6871,-76.4423,-75.6728,-66.732,-65.8263
5,-81.2198,-78.169,-75.123,-65.8263,-65.5582
6,-78.169,-75.6728,-69.6223,-67.4337,-67.2754,-65.8263,-63.9747
7,-78.129,-74.1049,-72.0252,-65.8263,-58.0992
