0,-78.1268,-77.5915,-75.9301,-75.0133,-74.7411,-72.7898,-70.9713,-70.234,-68.0601,-66.2287,-56.2748
1,-80.616,-80.2863,-77.6808,-77.4779,-76.9519,-76.1419,-74.438,-72.4198,-66.2671,-59.9398,-56.2748
2,-77.252,-76.3031,-75.0269,-74.953,-74.9341,-72.6366,-71.2585,-71.0226,-70.9023,-70.7511,-56.2748
3,-78.7486,-76.8196,-76.3269,-76.2897,-74.6615,-73.8574,-73.3141,-72.8716,-71.6882,-66.7798,-56.2748
4,-76.8151,-75.8523,-73.7562,-69.5533,-56.2748
5,-77.5633,-77.2466,-72.047,-68.0016,-56.2748
6,-80.7349,-80.5257,-77.9113,-56.2748,-54.31,-47.4995
7,-81.7323,-80.1733,-79.2659,-78.0747,-58.684,-56.2748,-51.0801
8,-78.9437,-77.9703,-71.2176,-65.9291,-56.2748
9,-75.947,-74.922,-70.0842,-65.273,-56.2748
10,-81.1898,-80.2833,-79.0342,-78.9577,-77.6324,-77.0772,-76.0459,-74.624,-72.5153,-70.9023,-69.9269,-66.7798,-56.2748
11,-81.324,-80.7371,-79.658,-79.5842,-79.0383,-78.2723,-78.075,-77.2519,-74.9341,-73.9957,-72.6041,-71.6882,-56.2748
12,-80.8817,-80.0459,-56.2748
13,-80.6328,-56.2748
14,-70.956,-69.5533,-69.1306,-68.0016,-56.2748
15,-73.7562,-72.8924,-72.047,-70.0985,-56.2748
16,-66.0818,-62.1767,-56.2748
17,-81.7589,-60.6141,-56.2748,-55.1202
18,-81.7589,-80.8953,-79.9438,-78.3319,-77.1861,-77.0009,-75.2657,-56.2748
19,-81.8092,-79.5229,-79.3489,-76.8508,-75.7866,-73.2649,-56.2748
20,-79.8288,-79.8088,-79.5424,-79.2659,-78.1179,-77.914,-77.9113,-77.6347,-76.9721,-76.9007,-70.234,-66.2671,-56.2748
21,-81.7323,-80.6572,-80.5257,-79.6862,-78.9539,-78.2523,-77.8913,-77.1652,-76.0051,-66.2287,-59.9398,-56.2748
22,-81.801,-81.2569,-80.6886,-80.3224,-80.1908,-78.924,-78.1815,-76.069,-56.2748
23,-81.2827,-80.9947,-80.7632,-80.5712,-79.6952,-78.8349,-78.588,-78.1945,-77.9214,-75.8269,-56.2748
24,-79.8288,-79.6862,-77.6808,-77.2519,-75.0133,-74.624,-73.3141,-71.2585,-65.4647,-64.3508,-60.5789,-60.4187,-57.3003,-56.2748,-55.9874
25,-79.658,-77.6347,-77.6324,-77.1652,-76.8196,-75.0269,-74.438,-70.9713,-67.0541,-65.566,-65.1179,-59.2124,-56.2748,-53.6113,-52.895
26,-81.3683,-81.1898,-80.8817,-80.6328,-79.0383,-56.2748
27,-80.9307,-80.2833,-79.2878,-78.2723,-56.2748
28,-77.378,-75.0113,-65.9291,-65.273,-56.2748
29,-80.3283,-76.8817,-73.931,-71.2176,-70.0842,-56.2748
30,-81.9028,-56.2748
31,-81.2149,-56.2748
32,-81.9028,-81.2149,-79.9438,-79.5229,-67.6226,-60.5062,-56.2748
33,-77.1861,-76.8508,-64.7426,-58.7145,-56.2748
34,-81.4858,-80.6572,-78.1179,-58.684,-56.2748,-47.4995
35,-81.1801,-79.8088,-79.115,-56.2748,-54.31,-51.0801
