Node,CST,Tx power,IP address,x,y,z
0,-82,0,10.1.1.1,32.7152,35.5927,1.5
1,-82,0,10.1.1.2,31.8485,36.0915,1.5
2,-82,0,10.1.2.1,15.0852,25.5322,1.5
3,-82,0,10.1.2.2,15.9046,24.959,1.5
4,-82,0,10.1.3.1,32.0583,16.839,1.5
5,-82,0,10.1.3.2,31.2608,16.2356,1.5
6,-82,0,10.1.4.1,22.9245,32.1621,1.5
7,-82,0,10.1.4.2,22.5832,33.102,1.5
8,-82,0,10.1.5.1,30.9483,16.7676,1.5
9,-82,0,10.1.5.2,30.5706,17.6935,1.5
10,-82,0,10.1.6.1,9.26327,32.8479,1.5
11,-82,0,10.1.6.2,9.4796,31.8716,1.5
12,-82,0,10.1.7.1,48.0941,40.1116,1.5
13,-82,0,10.1.7.2,47.323,39.4749,1.5
14,-82,0,10.1.8.1,4.1876,9.51625,1.5
15,-82,0,10.1.8.2,4.46569,10.4768,1.5
Node,CST,Tx power,IP address,x,y,z
0,-82,0,10.1.1.1,6.91157,9.95054,1.5
1,-82,0,10.1.1.2,7.19764,8.99234,1.5
2,-82,0,10.1.2.1,42.8392,9.42408,1.5
3,-82,0,10.1.2.2,42.0008,8.87897,1.5
4,-82,0,10.1.3.1,35.1159,39.5644,1.5
5,-82,0,10.1.3.2,35.6957,38.7496,1.5
6,-82,0,10.1.4.1,24.6192,34.8528,1.5
7,-82,0,10.1.4.2,25.3449,34.1648,1.5
8,-82,0,10.1.5.1,9.75654,16.8252,1.5
9,-82,0,10.1.5.2,9.24909,17.6869,1.5
10,-82,0,10.1.6.1,32.0148,14.0152,1.5
11,-82,0,10.1.6.2,32.4972,14.8911,1.5
12,-82,0,10.1.7.1,45.3825,9.39114,1.5
13,-82,0,10.1.7.2,46.2026,9.96328,1.5
14,-82,0,10.1.8.1,28.1021,9.21962,1.5
15,-82,0,10.1.8.2,27.7624,8.27907,1.5
Node,CST,Tx power,IP address,x,y,z
0,-82,0,10.1.1.1,36.485,11.4543,1.5
1,-82,0,10.1.1.2,37.2022,12.1511,1.5
2,-82,0,10.1.2.1,8.70595,27.2246,1.5
3,-82,0,10.1.2.2,8.51911,28.207,1.5
4,-82,0,10.1.3.1,38.9505,10.2938,1.5
5,-82,0,10.1.3.2,39.4595,11.1546,1.5
6,-82,0,10.1.4.1,35.1926,25.6775,1.5
7,-82,0,10.1.4.2,34.5531,24.9086,1.5
8,-82,0,10.1.5.1,16.4975,22.32,1.5
9,-82,0,10.1.5.2,15.5008,22.2391,1.5
10,-82,0,10.1.6.1,34.9576,34.9193,1.5
11,-82,0,10.1.6.2,33.9613,35.0055,1.5
12,-82,0,10.1.7.1,48.9705,4.02718,1.5
13,-82,0,10.1.7.2,48.4315,4.86947,1.5
14,-82,0,10.1.8.1,12.0842,41.4233,1.5
15,-82,0,10.1.8.2,11.0843,41.439,1.5
Node,CST,Tx power,IP address,x,y,z
0,-82,0,10.1.1.1,33.7362,29.8126,1.5
1,-82,0,10.1.1.2,33.3672,28.8832,1.5
2,-82,0,10.1.2.1,23.697,21.7995,1.5
3,-82,0,10.1.2.2,24.6718,21.5766,1.5
4,-82,0,10.1.3.1,41.6236,45.3313,1.5
5,-82,0,10.1.3.2,40.6865,45.6803,1.5
6,-82,0,10.1.4.1,18.9538,15.1937,1.5
7,-82,0,10.1.4.2,18.3998,16.0262,1.5
8,-82,0,10.1.5.1,18.3497,38.7968,1.5
9,-82,0,10.1.5.2,19.3388,38.6496,1.5
10,-82,0,10.1.6.1,5.27239,19.8498,1.5
11,-82,0,10.1.6.2,5.83585,20.676,1.5
12,-82,0,10.1.7.1,13.3141,24.6917,1.5
13,-82,0,10.1.7.2,13.3809,23.6939,1.5
14,-82,0,10.1.8.1,26.653,42.7885,1.5
15,-82,0,10.1.8.2,27.6458,42.908,1.5
Node,CST,Tx power,IP address,x,y,z
0,-82,0,10.1.1.1,37.3706,8.7191,1.5
1,-82,0,10.1.1.2,36.8256,7.88068,1.5
2,-82,0,10.1.2.1,22.8326,3.17712,1.5
3,-82,0,10.1.2.2,23.5838,2.5171,1.5
4,-82,0,10.1.3.1,2.91732,40.3316,1.5
5,-82,0,10.1.3.2,2.33615,39.5178,1.5
6,-82,0,10.1.4.1,33.0207,45.4331,1.5
7,-82,0,10.1.4.2,34.0199,45.4738,1.5
8,-82,0,10.1.5.1,23.5768,15.8493,1.5
9,-82,0,10.1.5.2,23.3343,14.8791,1.5
10,-82,0,10.1.6.1,17.2253,2.01468,1.5
11,-82,0,10.1.6.2,18.1367,1.60314,1.5
12,-82,0,10.1.7.1,1.9034,9.60723,1.5
13,-82,0,10.1.7.2,2.86023,9.89789,1.5
14,-82,0,10.1.8.1,30.1855,34.5249,1.5
15,-82,0,10.1.8.2,30.4937,35.4762,1.5
Node,CST,Tx power,IP address,x,y,z
0,-82,0,10.1.1.1,45.452,2.09659,1.5
1,-82,0,10.1.1.2,45.6137,3.08344,1.5
2,-82,0,10.1.2.1,44.3801,31.2173,1.5
3,-82,0,10.1.2.2,43.966,30.3071,1.5
4,-82,0,10.1.3.1,17.3171,31.1624,1.5
5,-82,0,10.1.3.2,16.9896,30.2176,1.5
6,-82,0,10.1.4.1,6.36949,47.8896,1.5
7,-82,0,10.1.4.2,5.3963,47.6596,1.5
8,-82,0,10.1.5.1,23.1673,13.3738,1.5
9,-82,0,10.1.5.2,22.2782,12.9159,1.5
10,-82,0,10.1.6.1,43.4655,31.7788,1.5
11,-82,0,10.1.6.2,42.8478,30.9924,1.5
12,-82,0,10.1.7.1,8.80041,41.7906,1.5
13,-82,0,10.1.7.2,8.88226,42.7873,1.5
14,-82,0,10.1.8.1,4.39917,8.10407,1.5
15,-82,0,10.1.8.2,4.97247,8.92341,1.5
Node,CST,Tx power,IP address,x,y,z
0,-82,0,10.1.1.1,4.31697,48.6051,1.5
1,-82,0,10.1.1.2,3.64226,49.3432,1.5
2,-82,0,10.1.2.1,16.7914,10.8615,1.5
3,-82,0,10.1.2.2,16.6629,11.8532,1.5
4,-82,0,10.1.3.1,43.8561,26.875,1.5
5,-82,0,10.1.3.2,43.491,25.944,1.5
6,-82,0,10.1.4.1,11.8733,11.3646,1.5
7,-82,0,10.1.4.2,11.4413,12.2665,1.5
8,-82,0,10.1.5.1,10.2405,25.9562,1.5
9,-82,0,10.1.5.2,10.9692,26.641,1.5
10,-82,0,10.1.6.1,41.7753,39.3596,1.5
11,-82,0,10.1.6.2,42.346,40.1807,1.5
12,-82,0,10.1.7.1,38.8431,47.8424,1.5
