Simulation time: 50.0 s
Waiting for simulation script to connect on port: tcp://localhost:50001
Please start proper ns-3 simulation script using ./waf --run "..."
Start
Progress: 0% 10% 20% 30% 40% 50% 60% 70% 80% 90% 100%
Done
Final step: 48640
Node    CST    Tx pow                    Mean                     Std    Played (s)    Played (count)
   0  -64.0        15    0.558866788290296013    0.053224629541234948          2.58               352
   0  -63.0        15    0.480046547278581870    0.062869461346193145          2.04               252
   0  -82.0        15    0.317247688690362462    0.101534616513361903          2.67                96
   0  -81.0        15    0.532220833438409868    0.048507125007266595          6.23               424
   0  -78.0        15    0.606495071192800550    0.027379283909669677         13.82              1333
   0  -77.0        15    0.616918296754377038    0.027106343491104655         13.08              1360
   0  -67.0        15    0.582376520796900499    0.031927542840705050          8.15               980
   0  -62.0        15    0.487743525018822122    0.068518870982753166          1.44               212
                                                                              50.00              5009    Tot

Node    CST    Tx pow                    Mean                     Std    Played (s)    Played (count)
   1  -64.0        15    0.339060901809591919    0.073521462209380772          2.30               184
   1  -81.0        15    0.135750370743487420    0.132453235706504385         12.46                56
   1  -80.0        15    0.086348413727653145    0.171498585142508847          9.31                33
   1  -79.0        15    0.145081302977584953    0.156173761888606072          6.53                40
   1  -77.0        15    0.241763723615100762    0.128036879932895975          3.61                60
   1  -70.0        15    0.256523090744322835    0.099503719020998915          7.03               100
   1  -69.0        15    0.271553791628918573    0.105999788000636003          3.50                88
   1  -66.0        15    0.276027994332104953    0.105999788000636003          1.54                88
   1  -65.0        15    0.307914606554109682    0.086710996952411995          1.98               132
   1  -62.0        15    0.308196418539931183    0.092450032704204863          1.29               116
                                                                              49.56               897    Tot

Node    CST    Tx pow                    Mean                     Std    Played (s)    Played (count)
   2  -64.0        15    0.567558043603137219    0.067884423330213065          1.76               216
   2  -82.0        15    0.369381760093532852    0.124034734589208454          5.03                64
   2  -81.0        15    0.286352503976477213    0.132453235706504385          5.95                56
   2  -80.0        15    0.349433703322274747    0.137360563948689035          3.71                52
   2  -79.0        15    0.510064409952886932    0.074329414624716636          7.09               180
   2  -78.0        15    0.459778785068514051    0.083045479853739973          9.48               144
   2  -77.0        15    0.442000638924314904    0.090909090909090912          6.60               120
   2  -70.0        15    0.608002777561312935    0.042835293687811936          5.92               544
   2  -69.0        15    0.571055102389890989    0.060971076084969239          2.93               268
   2  -62.0        15    0.507071089911731776    0.076028592126970551          1.13               172
                                                                              49.58              1816    Tot

Node    CST    Tx pow                    Mean                     Std    Played (s)    Played (count)
   3  -64.0        15    0.564366163121449271    0.044856130401625664          4.37               496
   3  -82.0        15    0.244382119548307325    0.137360563948689035          7.05                52
   3  -79.0        15    0.307317184920476272    0.111111111111111105          9.95                80
   3  -77.0        15    0.381183687305320984    0.099503719020998915          3.71               100
   3  -73.0        15    0.540792412202917072    0.046984098573493956          5.84               452
   3  -72.0        15    0.536653308798720863    0.051502620262460476          5.02               376
   3  -68.0        15    0.561024914754970183    0.046373889576016826          4.01               464
   3  -67.0        15    0.577434362601473961    0.046676002800933661          3.95               458
   3  -66.0        15    0.552839774612754020    0.046175709653961013          3.87               468
   3  -62.0        15    0.512663575464660459    0.057259833431386825          2.22               304
                                                                              50.00              3250    Tot

Node    CST    Tx pow                    Mean                     Std    Played (s)    Played (count)
   4  -64.0        15    0.442325120417083106    0.052057920629535355          4.29               368
   4  -63.0        15    0.357318671813618871    0.083045479853739973          1.21               144
   4  -81.0        15    0.102629695023392697    0.171498585142508847          5.75                33
   4  -78.0        15    0.253808117756288476    0.113960576459637947          7.59                76
   4  -76.0        15    0.340846045843132883    0.080845208345444328          7.95               152
   4  -75.0        15    0.386675438394284865    0.076923076923076927          5.49               168
   4  -73.0        15    0.355942251261477549    0.089442719099991588          3.84               124
   4  -70.0        15    0.479305637309940247    0.042524325556256230          8.55               552
   4  -68.0        15    0.443703432394268127    0.052925612402496318          4.17               356
   4  -62.0        15    0.330943295046258135    0.089442719099991588          0.99               124
                                                                              49.81              2097    Tot

Node    CST    Tx pow                    Mean                     Std    Played (s)    Played (count)
   5  -64.0        15    0.419410925648450061    0.076028592126970551          1.34               172
   5  -80.0        15    0.337531710006887753    0.090909090909090912          7.36               120
   5  -79.0        15    0.349815783156139537    0.094072086838359728          6.47               112
   5  -78.0        15    0.407277688239112812    0.079808688446762213          5.42               156
   5  -77.0        15    0.419897102199949468    0.071981575074869450          9.84               192
   5  -75.0        15    0.447248245422371460    0.066666666666666666          3.17               224
   5  -72.0        15    0.497873885784447689    0.049446817643414874          4.60               408
   5  -70.0        15    0.496812828911435467    0.042835293687811936          6.25               544
   5  -65.0        15    0.497022229243440694    0.047245559126153400          3.98               447
   5  -62.0        15    0.410681186807774767    0.066666666666666666          1.57               224
                                                                              49.99              2599    Tot

Node    CST    Tx pow                    Mean                     Std    Played (s)    Played (count)
   6  -81.0        15    0.228199760656820905    0.120385853085769198          5.17                68
   6  -78.0        15    0.332643105584581988    0.097590007294853329          5.66               104
   6  -76.0        15    0.395734739088033804    0.066081860045508978          8.50               228
   6  -75.0        15    0.374362230257757167    0.076923076923076927          3.00               168
   6  -74.0        15    0.438777220894379261    0.052925612402496318          5.19               356
   6  -73.0        15    0.443017068680614523    0.052925612402496318          4.19               356
   6  -72.0        15    0.487279535950208231    0.038547167224584983          7.69               672
   6  -71.0        15    0.438484044908583337    0.057639041770423498          2.63               300
   6  -67.0        15    0.338005608298835303    0.084215192106651890          1.33               140
   6  -66.0        15    0.444174787919780267    0.054473471070284329          2.86               336
   6  -65.0        15    0.380066632166229768    0.067267279399631244          1.92               220
   6  -62.0        15    0.402799083553734893    0.064956980246163087          1.85               236
