0,-78.3369,-78.225,-75.6856,-75.6468,-75.3745,-74.4668,-70.8674,-70.3665,-69.6024,-68.6936,-46.7324
1,-79.2302,-79.1375,-76.5251,-76.3024,-76.0683,-75.4186,-71.7271,-70.1919,-69.6109,-68.1561,-46.7324
2,-77.8854,-77.1491,-76.9366,-75.8569,-73.1863,-72.942,-71.8919,-71.5358,-71.3846,-71.3138,-46.7324
3,-78.3333,-77.5802,-76.8674,-75.7918,-73.7582,-72.4751,-72.4117,-72.3839,-71.77,-70.2616,-46.7324
4,-76.7288,-76.4857,-71.6458,-70.1867,-46.7324
5,-77.0539,-76.8833,-70.9883,-69.524,-46.7324
6,-79.4272,-78.5447,-47.8615,-46.7324,-46.7324
7,-81.8365,-79.817,-78.9461,-52.9663,-49.0519,-46.7324
8,-79.5771,-79.2228,-68.4508,-66.5625,-46.7324
9,-78.6804,-78.3129,-67.9243,-66.0448,-46.7324
10,-81.8233,-81.5032,-79.6676,-78.7736,-78.3003,-77.7107,-76.2713,-75.2575,-73.1487,-72.2728,-71.5358,-70.2616,-46.7324
11,-81.1554,-80.8409,-80.205,-79.3394,-79.1241,-78.5438,-77.0523,-76.1155,-73.5353,-72.942,-72.7753,-71.77,-46.7324
12,-81.5151,-81.4706,-80.6793,-46.7324
13,-81.4751,-81.394,-46.7324
14,-71.5895,-70.8843,-70.1867,-69.524,-46.7324
15,-72.121,-71.6458,-71.3194,-70.9883,-46.7324
16,-66.7153,-65.3257,-46.7324
17,-64.98,-63.2573,-46.7324
18,-80.5772,-79.8304,-79.7466,-78.9653,-77.6343,-77.0463,-46.7324
19,-80.3968,-80.1083,-79.5663,-79.2493,-77.1931,-76.5358,-46.7324
20,-80.4623,-79.7746,-79.2779,-78.9461,-78.7514,-78.5474,-78.5447,-78.4197,-78.1942,-77.5341,-70.8674,-69.6109,-46.7324
21,-80.3684,-80.1155,-79.817,-79.6491,-79.6052,-79.4272,-78.596,-78.2999,-78.1143,-77.1854,-69.6024,-68.1561,-46.7324
22,-81.8904,-81.5624,-81.3221,-80.5593,-77.6675,-76.7025,-46.7324
23,-81.1527,-80.8204,-80.6647,-79.8761,-78.2833,-77.3769,-46.7324
