Action,CST,Tx pow,Repeat,Duration (ns),Tx ok bytes,Tx bytes,Mean,Std
6,-68.0,23.0,0,185517530,336284,422240,0.1115495662323663,0.7071067811865476
2,-76.0,23.0,0,500000000,42224,84448,0.0051968,0.7071067811865476
5,-69.0,23.0,0,241885670,253344,337792,0.06445359082247411,0.7071067811865476
0,-64.0,23.0,0,105641446,297076,422240,0.17305329198163383,0.7071067811865476
6,-68.0,23.0,0,212236729,337792,422240,0.13966201881587384,0.5773502691896257
7,-62.0,23.0,0,151341716,168896,422240,0.06867637208501058,0.7071067811865476
1,-81.0,23.0,0,500000000,42224,84448,0.0051968,0.7071067811865476
5,-69.0,23.0,0,208054194,253344,337792,0.09292527532185724,0.5773502691896257
4,-72.0,23.0,0,128225728,337792,422240,0.16211411176390436,0.7071067811865476
1,-81.0,23.0,0,500000000,84448,126672,0.0103936,0.5773502691896257
3,-75.0,23.0,0,274672731,251836,295568,0.0564220552348897,0.7071067811865476
2,-76.0,23.0,0,500000000,0,42224,0.0034645333333333333,0.5773502691896257
5,-69.0,23.0,0,459103990,251836,380016,0.08657204984013511,0.5
2,-76.0,23.0,0,500000000,42224,126672,0.0051968,0.5
6,-68.0,23.0,0,358516777,176436,295568,0.11988890171626568,0.5
3,-75.0,23.0,0,149917667,380016,422240,0.141607783905192,0.5773502691896257
6,-68.0,23.0,0,197052987,337792,422240,0.13810728458062735,0.4472135954999579
7,-62.0,23.0,0,111604959,297076,422240,0.1549884755617735,0.5773502691896257
0,-64.0,23.0,0,203102733,253344,422240,0.1665429634440774,0.5773502691896257
1,-81.0,23.0,0,291955739,380016,422240,0.04784510633186354,0.5
6,-68.0,23.0,0,139368240,334776,422240,0.16436318384052906,0.408248290463863
4,-72.0,23.0,0,487530213,337792,422240,0.13650125301883886,0.5773502691896257
0,-64.0,23.0,0,133025235,337792,422240,0.20303976638198462,0.5
6,-68.0,23.0,0,146364351,295568,422240,0.17638864260120704,0.3779644730092272
0,-64.0,23.0,0,169709065,334776,422240,0.21098926641546245,0.4472135954999579
3,-75.0,23.0,0,500000000,40716,84448,0.10871143792889398,0.5
1,-81.0,23.0,0,500000000,168896,253344,0.04659096506549083,0.4472135954999579
4,-72.0,23.0,0,81203403,42224,84448,0.1183752692503577,0.5
1,-81.0,23.0,0,500000000,42224,42224,0.040558070887909026,0.408248290463863
1,-81.0,23.0,0,500000000,126672,168896,0.03921846076106488,0.3779644730092272
5,-69.0,23.0,0,31899169,211120,211120,0.23217097469910622,0.4472135954999579
5,-69.0,23.0,0,401448003,380016,422240,0.21289352000155903,0.408248290463863
0,-64.0,23.0,0,267713098,168896,422240,0.1887656058228886,0.408248290463863
7,-62.0,23.0,0,141611106,292552,422240,0.17980699254737503,0.5
7,-62.0,23.0,0,269569352,138736,422240,0.15651409650178544,0.4472135954999579
3,-75.0,23.0,0,500000000,126672,253344,0.09320531034311519,0.4472135954999579
4,-72.0,23.0,0,124897399,126672,168896,0.11966534698000783,0.4472135954999579
4,-72.0,23.0,0,500000000,337792,422240,0.1135792558166732,0.408248290463863
1,-81.0,23.0,0,1784002,42224,0,0.15931615316593178,0.3535533905932738
2,-76.0,23.0,0,441634965,253344,422240,0.018278061088051755,0.4472135954999579
7,-62.0,23.0,0,141302163,253344,422240,0.16720633625222128,0.408248290463863
6,-68.0,23.0,0,500000000,238264,380016,0.16167126227605616,0.3535533905932738
5,-69.0,23.0,0,86159270,42224,42224,0.1910967603973239,0.3779644730092272
7,-62.0,23.0,0,236027932,140244,422240,0.15376690645086782,0.3779644730092272
1,-81.0,23.0,0,500000000,42224,84448,0.14276920281416158,0.3333333333333333
5,-69.0,23.0,0,290258186,220168,337792,0.1788792759335938,0.3535533905932738
6,-68.0,23.0,0,185503903,380016,422240,0.17172229359218547,0.3333333333333333
0,-64.0,23.0,0,202588608,251836,422240,0.1836556292244472,0.3779644730092272
7,-62.0,23.0,0,281387417,291044,422240,0.15045862391211345,0.3535533905932738
7,-62.0,23.0,0,189481048,262392,422240,0.15267833711793988,0.3333333333333333
3,-75.0,23.0,0,500000000,253344,295568,0.08806469195259599,0.408248290463863
3,-75.0,23.0,0,466082445,126672,126672,0.08026257539068975,0.3779644730092272
5,-69.0,23.0,0,500000000,168896,337792,0.16362317860763892,0.3333333333333333
0,-64.0,23.0,0,12194625,1508,84448,0.1626011530973505,0.3535533905932738
7,-62.0,23.0,0,172821981,295568,422240,0.1584596777007051,0.31622776601683794
3,-75.0,23.0,0,150898626,380016,422240,0.10897364501163143,0.3535533905932738
1,-81.0,23.0,0,500000000,168896,168896,0.13264972253274543,0.31622776601683794
6,-68.0,23.0,0,134484235,82940,253344,0.16214054500567607,0.31622776601683794
3,-75.0,23.0,0,500000000,380016,380016,0.10725906223256126,0.3333333333333333
1,-81.0,23.0,0,418047380,42224,42224,0.12172075928666527,0.30151134457776363
4,-72.0,23.0,0,248276560,295568,422240,0.1182851445576553,0.3779644730092272
0,-64.0,23.0,0,113628007,167388,422240,0.1646796264262076,0.3333333333333333
0,-64.0,23.0,0,110835174,310648,422240,0.18270757209514865,0.31622776601683794
6,-68.0,23.0,0,193169336,420732,422240,0.17177025831425563,0.30151134457776363
7,-62.0,23.0,0,190274007,337792,422240,0.16391766400929805,0.30151134457776363
3,-75.0,23.0,0,500000000,0,42224,0.09653315600930515,0.31622776601683794
2,-76.0,23.0,0,500000000,168896,168896,0.02216078424004313,0.408248290463863
7,-62.0,23.0,0,35804970,43732,211120,0.16278498363391303,0.28867513459481287
4,-72.0,23.0,0,286050771,295568,422240,0.11939598022878004,0.3535533905932738
5,-69.0,23.0,0,346733472,251836,422240,0.15620006117111326,0.31622776601683794
5,-69.0,23.0,0,328543638,380016,422240,0.15494179844405573,0.30151134457776363
5,-69.0,23.0,0,421487287,337792,422240,0.15024976323899275,0.28867513459481287
3,-75.0,23.0,0,330670437,337792,422240,0.0991871962525145,0.30151134457776363
2,-76.0,23.0,0,500000000,168896,168896,0.024934157920036972,0.3779644730092272
1,-81.0,23.0,0,127614313,168896,253344,0.1251515976217781,0.28867513459481287
6,-68.0,23.0,0,167559561,337792,422240,0.1781324989247286,0.28867513459481287
1,-81.0,23.0,0,251678523,378508,422240,0.1297629842735385,0.2773500981126146
0,-64.0,23.0,0,174479640,373984,422240,0.19008016900182625,0.30151134457776363
0,-64.0,23.0,0,265620931,265408,422240,0.1844883432786674,0.28867513459481287
5,-69.0,23.0,0,500000000,211120,211120,0.14268962760522408,0.2773500981126146
0,-64.0,23.0,0,389552020,84448,211120,0.17234930947839872,0.2773500981126146
4,-72.0,23.0,0,500000000,295568,380016,0.11421367131447115,0.3333333333333333
0,-64.0,23.0,0,9900910,42224,42224,0.19753014782191772,0.2672612419124244
3,-75.0,23.0,0,389706524,380016,422240,0.10092296877688524,0.28867513459481287
1,-81.0,23.0,0,500000000,42224,84448,0.12123659968257147,0.2672612419124244
3,-75.0,23.0,0,208382116,295568,337792,0.10658824832267103,0.2773500981126146
0,-64.0,23.0,0,141882882,306124,396604,0.20206471098138343,0.2581988897471611
7,-62.0,23.0,0,89378534,337792,422240,0.18604380945305113,0.2773500981126146
3,-75.0,23.0,0,446466979,336284,422240,0.10559644033476402,0.2672612419124244
3,-75.0,23.0,0,500000000,168896,211120,0.10132830431244642,0.2581988897471611
1,-81.0,23.0,0,500000000,0,0,0.11315415970373337,0.2581988897471611
4,-72.0,23.0,0,208505253,211120,211120,0.11525434033134112,0.31622776601683794
5,-69.0,23.0,0,317298511,295568,422240,0.14068664527024324,0.2672612419124244
6,-68.0,23.0,0,148006944,336284,422240,0.18594084005388514,0.2773500981126146
0,-64.0,23.0,0,319914416,236756,422240,0.19512843907706065,0.25
0,-64.0,23.0,0,123938874,280488,422240,0.20003484297923108,0.24253562503633297
6,-68.0,23.0,0,62652908,337792,422240,0.2200569918243678,0.2672612419124244
4,-72.0,23.0,0,345774037,380016,422240,0.11707351089873165,0.30151134457776363
0,-64.0,23.0,0,194205444,253344,422240,0.19784155983125942,0.23570226039551584
4,-72.0,23.0,0,384589790,380016,422240,0.117451819396576,0.28867513459481287
7,-62.0,23.0,0,500000000,168896,380016,0.17572456592069033,0.2672612419124244
6,-68.0,23.0,0,500000000,0,0,0.2053865257027433,0.2581988897471611
0,-64.0,23.0,0,215419517,42224,42224,0.18869853514828663,0.22941573387056177
7,-62.0,23.0,0,181511830,180960,422240,0.17218977793608345,0.2581988897471611
7,-62.0,23.0,0,82621794,422240,422240,0.20073957833625022,0.25
