Action,CST,Tx pow,Repeat,Duration (ns),Tx ok bytes,Tx bytes,Mean,Std
0,-82,23,0,500042,0,1508,0.0,0.7071067811865476
1,-77,23,0,296047888,42224,42224,0.008776958408836886,0.7071067811865476
4,-62,23,0,5532008,42224,42224,0.4697028637702621,0.7071067811865476
4,-62,23,0,5451008,42224,42224,0.6309235610532472,0.5773502691896257
4,-62,23,0,5451008,42224,42224,0.7115339096947398,0.5
4,-62,23,0,5514008,42224,42224,0.7577215949382842,0.4472135954999579
4,-62,23,0,5505008,42224,42224,0.7887701891786554,0.408248290463863
3,-67,23,0,5777092,42224,42224,0.44977646192928894,0.7071067811865476
3,-67,23,0,5478008,42224,42224,0.6160729784330776,0.5773502691896257
2,-72,23,0,5460008,42224,42224,0.4758967386128372,0.7071067811865476
4,-62,23,0,5514008,42224,42224,0.8107276387120563,0.3779644730092272
4,-62,23,0,5496008,42224,42224,0.8275815627742444,0.3535533905932738
4,-62,23,0,5478008,42224,42224,0.8410353904038456,0.3333333333333333
3,-67,23,0,11425774,42224,42224,0.5757625666595904,0.5
3,-67,23,0,5908666,0,42224,0.4606100533276723,0.4472135954999579
4,-62,23,0,27606560,42224,42224,0.7757563626390419,0.31622776601683794
4,-62,23,0,22016286,42224,42224,0.7266915519712362,0.30151134457776363
4,-62,23,0,5460008,42224,42224,0.7454500457424394,0.28867513459481287
4,-62,23,0,10947103,42224,42224,0.7246245962211776,0.2773500981126146
4,-62,23,0,5546666,0,42224,0.6728656964910934,0.2672612419124244
1,-77,23,0,443719546,42224,42224,0.009755273060745424,0.5773502691896257
4,-62,23,0,5634059,42224,42224,0.6895006538328973,0.2581988897471611
2,-72,23,0,21668299,42224,42224,0.3972092387251318,0.5773502691896257
3,-67,23,0,33368333,42224,42224,0.4097984567830006,0.408248290463863
3,-67,23,0,22290737,0,42224,0.3512558200997148,0.3779644730092272
1,-77,23,0,66748868,0,42224,0.007316454795559068,0.5
4,-62,23,0,7233542,42224,42224,0.6913087934472131,0.25
4,-62,23,0,5505008,42224,42224,0.7061737562079954,0.24253562503633297
2,-72,23,0,9401652,0,42224,0.29790692904384886,0.5
4,-62,23,0,35328720,42224,42224,0.6751140170489384,0.23570226039551584
