0,-80.3437,-77.9116,-75.133,-67.9665,-65.4791,-64.7103,-60.3035,-55.0707,-52.9758,-52.5754,-41.2748
1,-78.8201,-75.8035,-72.9981,-65.4739,-64.7878,-62.5623,-56.9605,-52.7168,-48.7328,-47.1865,-33.2748
2,-78.7669,-76.8988,-75.1652,-74.7497,-74.2802,-69.7083,-64.0753,-63.9073,-63.4165,-61.2676,-55.1865,-52.5754,-52.2881,-51.9201,-41.2748
3,-80.2941,-78.9548,-76.9927,-76.6977,-73.03,-71.7044,-67.2887,-66.2702,-61.7957,-60.3327,-56.4226,-52.4725,-48.7328,-47.0707,-33.2748
4,-80.1145,-75.3599,-75.1737,-75.1426,-74.4189,-74.0957,-73.4739,-67.9665,-67.4944,-66.5152,-64.7829,-64.4226,-64.2781,-62.3677,-56.0144,-55.4348,-52.2881,-41.2748
5,-78.971,-77.1149,-76.8715,-75.8035,-75.083,-73.521,-73.1924,-69.9116,-68.1683,-67.2887,-67.0651,-65.3464,-65.0238,-58.4598,-57.7849,-56.0753,-53.3626,-33.2748
6,-81.2868,-80.3437,-79.7044,-78.3563,-76.8557,-74.7291,-73.1139,-72.9403,-69.9487,-69.7083,-67.4947,-64.5704,-63.4419,-61.3626,-57.9531,-56.0144,-54.507,-54.0575,-47.8164,-41.2748
7,-79.8011,-79.1524,-78.9548,-76.8498,-76.2137,-74.622,-74.4579,-73.0091,-68.8988,-68.6578,-66.7736,-65.694,-61.8797,-58.4598,-57.8765,-57.6872,-54.3677,-49.1517,-33.2748
8,-80.759,-78.7669,-78.1764,-77.1353,-75.172,-73.3464,-72.9196,-71.786,-69.4781,-67.4944,-66.2284,-65.4051,-64.204,-61.0969,-57.1517,-56.469,-53.4139,-47.8164,-41.2748
9,-81.7675,-80.8351,-78.6161,-77.7883,-76.5795,-73.8858,-73.521,-70.5957,-69.8919,-69.3713,-67.3599,-64.8908,-62.7969,-60.1612,-60.1332,-57.8765,-56.1998,-48.0877,-46.0575,-33.2748
10,-80.1145,-79.6855,-77.2365,-76.6578,-76.4622,-75.9945,-70.0593,-68.5429,-67.4947,-66.6753,-64.1998,-63.0783,-62.1286,-60.6387,-56.469,-51.0532,-49.1612,-48.0556,-41.2748
11,-81.1365,-80.3785,-79.2986,-78.636,-77.8708,-74.4579,-73.9248,-70.6601,-69.263,-66.642,-64.9403,-64.4449,-64.1475,-60.1612,-59.5044,-55.3906,-53.0969,-50.2014,-49.0387,-33.2748
12,-81.6077,-80.7848,-78.3563,-77.3713,-77.1529,-76.3947,-74.8249,-71.4058,-69.5354,-69.4781,-65.4795,-64.6985,-64.4537,-63.3906,-57.2674,-54.9612,-53.6918,-51.0532,-47.3465,-41.2748
13,-80.9981,-80.8692,-78.6497,-77.7883,-77.1796,-75.4958,-74.5151,-70.1764,-69.8595,-69.8096,-66.1408,-64.1475,-63.6731,-63.6553,-55.8471,-54.7487,-52.6387,-46.8973,-40.6225,-33.2748
14,-81.7519,-80.759,-78.6601,-77.8758,-74.7361,-73.6374,-72.1341,-71.6944,-69.2104,-68.5429,-65.462,-63.8471,-61.3267,-60.6285,-59.3471,-55.7941,-54.9612,-52.9771,-41.2748
15,-80.9886,-79.2986,-77.8436,-75.5102,-74.987,-73.892,-73.7907,-69.2365,-68.879,-67.2993,-66.1408,-64.1696,-63.6461,-61.2939,-59.0983,-56.6985,-52.1901,-33.2748
