Node,Aggregate thput,Throughput,Last agg thput,Last thput,Idle,CCA busy,Tx,Rx,Rx ME ok,Rx SBSS ok,Rx OBSS ok,Rx ME err,Rx SBSS err,Rx OBSS err,Mac Tx packets,Mac Tx bytes,Tx packets,Tx bytes,TxOk packets,TxOk bytes,ACK received,ACK missed,Mac Rx packets,Mac Rx bytes,Mac Rx drop packets,Mac Rx drop bytes
0,13.4526,3.43281,12.5755,3.35862,4.95689,6.38778,25.8124,22.8466,0.217008,0,10.7665,0.002172,0,11.8609,320992,484055936,128879,194349532,17073,25746084,1104,3506,0,0,0,0
1,0,0,0,0,1.25932,12.0842,0.330188,46.33,6.98202,0,10.2594,11.2106,0,17.8779,0,0,0,0,0,0,0,0,17680,26661440,0,0
2,0,1.7525,0,1.6021,6.91911,11.4987,17.7759,23.81,0.141908,0,10.42,0.003588,0,13.2445,320998,484064984,84080,126792640,8716,13143728,694,2319,0,0,0,0
3,0,0,0,0,1.1526,24.4928,0.218364,34.1399,4.28349,0,9.52781,4.50297,0,15.8256,0,0,0,0,0,0,0,0,9123,13757484,0,0
4,0,1.00935,0,0.733491,7.43523,11.7191,29.7866,11.0638,0.250728,0,0.349392,0.001692,0,10.462,321003,484072524,146358,220707864,5020,7570160,406,4822,0,0,0,0
5,0,0,0,0,1.44404,13.009,0.366616,45.184,3.09705,0,0.57454,19.827,0,21.6855,0,0,0,0,0,0,0,0,5444,8209552,0,0
6,0,7.2579,0,6.88131,1.86317,14.4911,22.1599,21.4948,0.17478,0,9.5762,0.003696,0,11.7401,321008,484080064,113987,171892396,36097,54434276,1837,2237,0,0,0,0
7,0,0,0,0,4.52099,11.6113,0.29636,43.5941,11.5627,0,0.933036,10.0932,0,21.0052,0,0,0,0,0,0,0,0,38908,58673264,0,0
Node,Aggregate thput,Throughput,Last agg thput,Last thput,Idle,CCA busy,Tx,Rx,Rx ME ok,Rx SBSS ok,Rx OBSS ok,Rx ME err,Rx SBSS err,Rx OBSS err,Mac Tx packets,Mac Tx bytes,Tx packets,Tx bytes,TxOk packets,TxOk bytes,ACK received,ACK missed,Mac Rx packets,Mac Rx bytes,Mac Rx drop packets,Mac Rx drop bytes
0,0.0237259,0.0186992,0.021112,0.018096,3.37946,3.26605,52.9145,0.469404,0.469404,0,0,0,0,0,320992,484055936,272760,411322080,93,140244,93,9650,0,0,0,0
1,0,0,0,0,6.42942,1.10665,0.666656,51.8213,0.846492,0,0.17958,50.7879,0,0.007356,0,0,0,0,0,0,0,0,93,140244,0,0
2,0,0.000402133,0,0,3.58305,1.58205,54.3673,0.519864,0.481176,0,0.03744,0,0,0.001248,320998,484064984,280235,422594380,2,3016,2,10009,0,0,0,0
3,0,0,0,0,1.16637,4.83443,0.6819,53.3695,0.37162,0,0.178528,52.8055,0,0.013836,0,0,0,0,0,0,0,0,2,3016,0,0
4,0,0.00382027,0,0.0024128,8.92645,5.11284,40.3197,5.67169,0.340836,0,0.25824,0.00264,0,5.06997,321003,484072524,198682,299612456,19,28652,19,7078,0,0,0,0
5,0,0,0,0,0.402799,13.5363,1.04658,45.0397,0.654908,0,0.430332,32.677,0,11.2774,0,0,0,0,0,0,0,0,19,28652,0,0
6,0,0.000804267,0,0.0006032,10.7523,4.67309,21.4616,23.139,0.16776,0,0.64658,0.002256,0,22.3224,321008,484080064,97841,147544228,4,6032,4,3492,0,0,0,0
7,0,0,0,0,0.395443,16.5969,0.325712,42.7072,0.193664,0,0.8073,9.94798,0,31.7583,0,0,0,0,0,0,0,0,4,6032,0,0
Node,Aggregate thput,Throughput,Last agg thput,Last thput,Idle,CCA busy,Tx,Rx,Rx ME ok,Rx SBSS ok,Rx OBSS ok,Rx ME err,Rx SBSS err,Rx OBSS err,Mac Tx packets,Mac Tx bytes,Tx packets,Tx bytes,TxOk packets,TxOk bytes,ACK received,ACK missed,Mac Rx packets,Mac Rx bytes,Mac Rx drop packets,Mac Rx drop bytes
0,1.03831,0.0458432,1.08516,0.0476528,4.35712,6.09286,24.3522,25.2223,0.2124,0,17.9754,0.004416,0,7.03009,320992,484055936,122443,184644044,228,343824,228,4146,0,0,0,0
1,0,0,0,0,2.22922,16.381,0.314096,41.0947,1.41875,0,3.79711,15.8597,0,20.0191,0,0,0,0,0,0,0,0,236,355888,0,0
2,0,0.00804267,0,0.0054288,3.16501,5.95166,49.1192,1.78622,0.435072,0,0.071392,0,0,1.27975,320998,484064984,253158,381762264,40,60320,36,9007,0,0,0,0
3,0,0,0,0,10.3344,0.513467,0.6173,48.5954,0.51786,0,0.138296,47.9392,0,0,0,0,0,0,0,0,0,0,40,60320,0,0
4,0,0.0498645,0,0.04524,4.66168,5.15357,26.3835,23.8205,0.230352,0,18.0169,4.8e-05,0,5.57322,321003,484072524,132696,200105568,248,373984,248,4493,0,0,0,0
5,0,0,0,0,2.2283,17.2595,0.330384,40.2008,1.51229,0,3.53675,17.3313,0,17.8204,0,0,0,0,0,0,0,0,252,380016,0,0
