Unable to init server: Could not connect: Connection refused
Unable to init server: Could not connect: Connection refused

(mab_agents.py:25861): Gdk-CRITICAL **: 05:47:58.022: gdk_cursor_new_for_display: assertion 'GDK_IS_DISPLAY (display)' failed
Simulation time: 100.0 s
Seed: 1
Waiting for simulation script to connect on port: tcp://localhost:50002
Please start proper ns-3 simulation script using ./waf --run "..."
Start
Progress: 0% 10% 20% 30% 40% 50% 60% 70% 80% 90% 100%
Done
Final step: 5124
Node    CST    Tx pow                    Mean                     Std    Played (s)    Played (count)
   0  -63.0        23    0.260846528885002871    0.288675134594812866          2.51                11
   0  -81.0        23    0.018425018181818183    0.301511344577763629          5.00                10
   0  -80.0        23    0.019302400000000018    0.377964473009227198          3.00                 6
   0  -79.0        23    0.165369599999999978    0.277350098112614574          5.37                12
   0  -78.0        23    0.106364266666666651    0.288675134594812866          5.50                11
   0  -77.0        23    0.286136519607960993    0.242535625036332969          7.37                16
   0  -76.0        23    0.401540094652601931    0.188982236504613599         12.65                27
   0  -75.0        23    0.391591226956024385    0.235702260395515839          7.83                17
   0  -73.0        23    0.480007025462831027    0.169030850945703304         14.06                34
   0  -72.0        23    0.375267216093584211    0.204124145231931509          7.55                23
   0  -70.0        23    0.414277616612924338    0.213200716355610442          7.29                21
   0  -69.0        23    0.376313867760055376    0.192450089729875262          8.19                26
   0  -68.0        23    0.376729403458738843    0.208514414057074771          5.63                22
   0  -66.0        23    0.241372065739854119    0.277350098112614574          2.42                12
   0  -65.0        23    0.228008306310071102    0.277350098112614574          2.60                12
   0  -62.0        23    0.297088880275794998    0.258198889747161098          3.01                14
                                                                             100.00               274    Tot

Node    CST    Tx pow                    Mean                     Std    Played (s)    Played (count)
   1  -82.0        23    0.000000000000000000    0.377964473009227198          3.00                 6
   1  -81.0        23    0.049864533333333343    0.288675134594812866          5.50                11
   1  -80.0        23    0.067075839999999998    0.316227766016837941          4.50                 9
   1  -78.0        23    0.033779199999999995    0.316227766016837941          4.50                 9
   1  -77.0        23    0.167185380790191185    0.277350098112614574          5.59                12
   1  -76.0        23    0.161800032848437109    0.316227766016837941          4.16                 9
   1  -73.0        23    0.270823506288869198    0.223606797749978964          7.79                19
   1  -72.0        23    0.446352789752492096    0.188982236504613599         11.38                27
   1  -71.0        23    0.423678792070330379    0.188982236504613599         10.87                27
   1  -70.0        23    0.430693025973693022    0.185695338177051861         11.39                28
   1  -67.0        23    0.423760779874045035    0.174077655955697852         10.70                32
   1  -66.0        23    0.499792443528776997    0.171498585142508847         11.67                33
   1  -65.0        23    0.349788921628345462    0.200000000000000011          6.59                24
   1  -62.0        23    0.130906060716019040    0.288675134594812866          2.16                11
                                                                              99.81               257    Tot

Node    CST    Tx pow                    Mean                     Std    Played (s)    Played (count)
   2  -64.0        23    0.578360670634229801    0.196116135138184045          8.55                25
   2  -82.0        23    0.000000000000000000    0.377964473009227198          3.00                 6
   2  -80.0        23    0.018894390170002138    0.333333333333333315          3.83                 8
   2  -79.0        23    0.007962240000000006    0.316227766016837941          4.50                 9
   2  -78.0        23    0.077802432968746726    0.301511344577763629          4.68                10
