Action,CST,Tx pow,Repeat,Duration (ns),Tx ok bytes,Tx bytes,Mean,Std
6,-73.0,23.0,0,129658714,84448,140244,0.04008060730881535,0.7071067811865476
9,-67.0,23.0,0,64907004,168896,168896,0.16013063859795468,0.7071067811865476
0,-64.0,23.0,0,44126596,168896,168896,0.23554048900576877,0.7071067811865476
11,-62.0,23.0,0,22406906,126672,168896,0.3478927434247281,0.7071067811865476
11,-62.0,23.0,0,22002240,168896,168896,0.5468540062311622,0.5773502691896257
8,-69.0,23.0,0,39831045,168896,168896,0.2609421871808787,0.7071067811865476
1,-82.0,23.0,0,107175864,126672,168896,0.07273279364465865,0.7071067811865476
5,-74.0,23.0,0,122870576,126672,168896,0.0634423655668384,0.7071067811865476
5,-74.0,23.0,0,240865650,78416,168896,0.055651180425807634,0.5773502691896257
10,-65.0,23.0,0,23214844,0,168896,0.0,0.7071067811865476
3,-78.0,23.0,0,114780497,156832,168896,0.08408397116454373,0.7071067811865476
11,-62.0,23.0,0,43785340,167388,168896,0.5277689163746397,0.5
9,-67.0,23.0,0,44153492,138736,168896,0.23566164552042954,0.5773502691896257
10,-65.0,23.0,0,56429120,126672,168896,0.09209429457698436,0.5773502691896257
4,-76.0,23.0,0,50722696,168896,168896,0.20491024372994684,0.7071067811865476
3,-78.0,23.0,0,42981010,168896,168896,0.21726826188996748,0.5773502691896257
0,-64.0,23.0,0,34777200,123656,168896,0.3029003426430999,0.5773502691896257
5,-74.0,23.0,0,429036068,84448,168896,0.04779475258962448,0.5
9,-67.0,23.0,0,33128414,168896,168896,0.33361459493779344,0.5
5,-74.0,23.0,0,50344725,168896,168896,0.12081525801271427,0.4472135954999579
8,-69.0,23.0,0,27770312,167388,168896,0.4212471205935173,0.5773502691896257
4,-76.0,23.0,0,94578262,126672,168896,0.1915539162545601,0.5773502691896257
7,-71.0,23.0,0,92205432,123656,168896,0.08252876034461831,0.7071067811865476
3,-78.0,23.0,0,141903690,168896,168896,0.1995732180153636,0.5
11,-62.0,23.0,0,22083240,168896,168896,0.6104773627363049,0.4472135954999579
0,-64.0,23.0,0,33323417,132704,168896,0.3497077091615237,0.5
2,-79.0,23.0,0,101414400,81432,168896,0.04941310109806891,0.7071067811865476
10,-65.0,23.0,0,34039396,87464,168896,0.14813205327835333,0.5
5,-74.0,23.0,0,75351815,134212,168896,0.1372155509343218,0.408248290463863
2,-79.0,23.0,0,500000000,0,0,0.0329420673987126,0.5773502691896257
8,-69.0,23.0,0,31291121,161356,168896,0.47460015785452386,0.5
4,-76.0,23.0,0,159409035,126672,168896,0.16811574516750372,0.5
7,-71.0,23.0,0,22128240,168896,168896,0.36815147268251475,0.5773502691896257
3,-78.0,23.0,0,500000000,84448,126672,0.16381601441229088,0.4472135954999579
3,-78.0,23.0,0,10045302,19604,42224,0.1765453257990497,0.408248290463863
1,-82.0,23.0,0,500000000,34684,42224,0.05133439576310577,0.5773502691896257
7,-71.0,23.0,0,39152737,126672,126672,0.37566220056533695,0.5
7,-71.0,23.0,0,111818242,84448,168896,0.31911992930861766,0.4472135954999579
