Action,CST,Tx pow,Repeat,Duration (ns),Tx ok bytes,Tx bytes,Mean,Std
6,-72.0,23.0,0,54523109,116116,116116,0.13105635630572715,0.7071067811865476
10,-62.0,23.0,0,22083136,168896,168896,0.47065779063263474,0.7071067811865476
0,-64.0,23.0,0,23109416,168896,168896,0.449756064800599,0.7071067811865476
10,-62.0,23.0,0,38746926,126672,168896,0.4478934679010182,0.5773502691896257
3,-78.0,23.0,0,95453046,168896,168896,0.1088870437932384,0.7071067811865476
6,-72.0,23.0,0,78804235,126672,168896,0.15331659861986058,0.5773502691896257
2,-80.0,23.0,0,135532452,161356,168896,0.07326363430656446,0.7071067811865476
0,-64.0,23.0,0,27606200,168896,168896,0.5508341333009322,0.5773502691896257
1,-82.0,23.0,0,500000000,126672,126672,0.0155904,0.7071067811865476
0,-64.0,23.0,0,9970295,42224,42224,0.5434326771484408,0.5
8,-67.0,23.0,0,27426204,168896,168896,0.3789660428399059,0.7071067811865476
5,-75.0,23.0,0,49733430,168896,168896,0.20898618896786328,0.7071067811865476
10,-62.0,23.0,0,38992990,84448,168896,0.4025577196362036,0.5
10,-62.0,23.0,0,39794825,126672,168896,0.4004000822784729,0.4472135954999579
0,-64.0,23.0,0,27884204,168896,168896,0.5838427413563109,0.4472135954999579
7,-71.0,23.0,0,72568046,84448,168896,0.07161278670780248,0.7071067811865476
0,-64.0,23.0,0,23178622,168896,168896,0.636006683563188,0.408248290463863
5,-75.0,23.0,0,317942890,168896,168896,0.16111755770672853,0.5773502691896257
5,-75.0,23.0,0,39280718,168896,168896,0.2531371756454413,0.5
0,-64.0,23.0,0,22481242,168896,168896,0.6772409320548134,0.3779644730092272
5,-75.0,23.0,0,77440928,84448,168896,0.2293523940548024,0.4472135954999579
2,-80.0,23.0,0,169766937,126672,168896,0.07945380157548411,0.5773502691896257
6,-72.0,23.0,0,73522584,126672,168896,0.16799973155822756,0.5
3,-78.0,23.0,0,89198014,168896,168896,0.1502732116635683,0.5773502691896257
7,-71.0,23.0,0,50097497,168896,168896,0.1860534917510386,0.5773502691896257
4,-76.0,23.0,0,103165504,168896,168896,0.10074685429734342,0.7071067811865476
0,-64.0,23.0,0,22286158,168896,168896,0.7091783659552594,0.3535533905932738
8,-67.0,23.0,0,27811367,168896,168896,0.5017891592781313,0.5773502691896257
6,-72.0,23.0,0,128381454,168896,168896,0.16678327889356942,0.4472135954999579
8,-67.0,23.0,0,28047271,168896,168896,0.5616290583619324,0.5
4,-76.0,23.0,0,294633973,84448,168896,0.07892334024648366,0.5773502691896257
0,-64.0,23.0,0,27935161,84448,168896,0.6717209447398437,0.3333333333333333
9,-65.0,23.0,0,22440233,168896,168896,0.4631680963383936,0.7071067811865476
9,-65.0,23.0,0,34817154,84448,168896,0.40828523660302024,0.5773502691896257
2,-80.0,23.0,0,274535879,84448,168896,0.06905505215062559,0.5
6,-72.0,23.0,0,39524347,126672,168896,0.2047278223383681,0.408248290463863
3,-78.0,23.0,0,40063284,126672,168896,0.209990992434675,0.5
4,-76.0,23.0,0,50570088,126672,168896,0.13626573471928632,0.5
6,-72.0,23.0,0,49610411,168896,168896,0.23533939408705543,0.3779644730092272
10,-62.0,23.0,0,38427325,168896,168896,0.42382480200702705,0.408248290463863
9,-65.0,23.0,0,22241186,168896,168896,0.5398705319157142,0.5
0,-64.0,23.0,0,67360968,0,168896,0.6045488502658593,0.31622776601683794
5,-75.0,23.0,0,168843834,168896,168896,0.21164615320061397,0.408248290463863
0,-64.0,23.0,0,22235802,126672,168896,0.6133298221178822,0.30151134457776363
3,-78.0,23.0,0,122981703,168896,168896,0.20179814790352318,0.4472135954999579
10,-62.0,23.0,0,22358186,168896,168896,0.4960977637204283,0.3779644730092272
4,-76.0,23.0,0,42339831,168896,168896,0.20720476053114933,0.4472135954999579
9,-65.0,23.0,0,27151365,168896,168896,0.5850172723113614,0.4472135954999579
1,-82.0,23.0,0,500000000,0,42224,0.010393600000000001,0.5773502691896257
8,-67.0,23.0,0,60159502,84448,126672,0.48385672421002146,0.4472135954999579
7,-71.0,23.0,0,89372452,123656,168896,0.1821125213249612,0.5
4,-76.0,23.0,0,243669884,168896,168896,0.18688877709535678,0.408248290463863
1,-82.0,23.0,0,500000000,42224,42224,0.0103936,0.5
10,-62.0,23.0,0,25570278,126672,126672,0.51029902830235,0.3535533905932738
5,-75.0,23.0,0,112374544,126672,168896,0.20123042372051653,0.3779644730092272
4,-76.0,23.0,0,200787607,168896,168896,0.17498013778509644,0.3779644730092272
0,-64.0,23.0,0,38843995,168896,168896,0.6068144852691666,0.28867513459481287
8,-67.0,23.0,0,61290881,126672,168896,0.445608497951028,0.408248290463863
3,-78.0,23.0,0,237139583,126672,168896,0.17912238296946337,0.408248290463863
3,-78.0,23.0,0,500000000,84448,84448,0.15650307111668288,0.3779644730092272
7,-71.0,23.0,0,25244219,42224,84448,0.18686221573246503,0.4472135954999579
9,-65.0,23.0,0,97494514,168896,168896,0.5230500682804388,0.408248290463863
1,-82.0,23.0,0,500000000,42224,42224,0.0103936,0.4472135954999579
10,-62.0,23.0,0,43692855,42224,126672,0.46681462017847536,0.3333333333333333
3,-78.0,23.0,0,464966455,126672,168896,0.14113145732635662,0.3535533905932738
0,-64.0,23.0,0,22110136,168896,168896,0.6324569160109513,0.2773500981126146
6,-72.0,23.0,0,58573332,168896,168896,0.25028345501537186,0.3535533905932738
9,-65.0,23.0,0,44716073,84448,168896,0.48153369248329664,0.3779644730092272
2,-80.0,23.0,0,90392980,168896,168896,0.10123699382806457,0.4472135954999579
4,-76.0,23.0,0,66278540,168896,168896,0.19231186374534875,0.3535533905932738
10,-62.0,23.0,0,32993894,126672,168896,0.4673855376463593,0.31622776601683794
8,-67.0,23.0,0,23429659,168896,168896,0.5086954770018434,0.3779644730092272
8,-67.0,23.0,0,49452353,168896,168896,0.4976520482437655,0.3535533905932738
4,-76.0,23.0,0,73337588,168896,168896,0.20243780923993449,0.3333333333333333
0,-64.0,23.0,0,27498204,168896,168896,0.6412776757291392,0.2672612419124244
10,-62.0,23.0,0,21975136,168896,168896,0.5108906536340917,0.30151134457776363
9,-65.0,23.0,0,22290136,168896,168896,0.5379137236883841,0.3535533905932738
8,-67.0,23.0,0,22645191,168896,168896,0.5443520508868517,0.3333333333333333
0,-64.0,23.0,0,22002136,168896,168896,0.661511230522315,0.2581988897471611
10,-62.0,23.0,0,27507204,168896,168896,0.5312914504847206,0.28867513459481287
7,-71.0,23.0,0,39593410,168896,168896,0.24322129029814007,0.408248290463863
0,-64.0,23.0,0,22157191,168896,168896,0.678802370102779,0.25
8,-67.0,23.0,0,60678666,126672,168896,0.5156102254120163,0.31622776601683794
9,-65.0,23.0,0,33733274,168896,168896,0.5466146908055642,0.3333333333333333
6,-72.0,23.0,0,44073283,168896,168896,0.2748798287335361,0.3333333333333333
8,-67.0,23.0,0,27976165,168896,168896,0.5362849782310231,0.30151134457776363
10,-62.0,23.0,0,22364136,168896,168896,0.5619219679061522,0.2773500981126146
0,-64.0,23.0,0,22577196,168896,168896,0.693032621164449,0.24253562503633297
0,-64.0,23.0,0,38717328,168896,168896,0.684358395234849,0.23570226039551584
8,-67.0,23.0,0,22954990,126672,168896,0.5481922791692092,0.28867513459481287
0,-64.0,23.0,0,22409136,168896,168896,0.697161725110853,0.22941573387056177
8,-67.0,23.0,0,22218136,168896,168896,0.5779925682638359,0.2773500981126146
2,-80.0,23.0,0,246136612,168896,168896,0.09843981367924493,0.408248290463863
9,-65.0,23.0,0,85003172,126672,168896,0.5102941843422617,0.31622776601683794
2,-80.0,23.0,0,500000000,42224,42224,0.0858617831536385,0.3779644730092272
10,-62.0,23.0,0,116307591,42224,126672,0.5249762216557488,0.2672612419124244
0,-64.0,23.0,0,39837762,126672,168896,0.6818710031063443,0.22360679774997896
6,-72.0,23.0,0,77983826,126672,168896,0.2673836836548555,0.31622776601683794
6,-72.0,23.0,0,68185163,84448,168896,0.2569335295734853,0.30151134457776363
9,-65.0,23.0,0,101236931,126672,168896,0.47790372548710264,0.30151134457776363
1,-82.0,23.0,0,500000000,0,42224,0.008661333333333333,0.408248290463863
8,-67.0,23.0,0,18264901,84448,126672,0.5773536494745193,0.2672612419124244
10,-62.0,23.0,0,28084237,168896,168896,0.5393226878997974,0.2581988897471611
0,-64.0,23.0,0,33329263,168896,168896,0.6791005819607823,0.21821789023599236
9,-65.0,23.0,0,28811500,168896,168896,0.4982025552747695,0.28867513459481287
0,-64.0,23.0,0,63745049,84448,168896,0.6556437157634215,0.21320071635561044
5,-75.0,23.0,0,129225562,168896,168896,0.19618409763374947,0.3535533905932738
8,-67.0,23.0,0,28040337,168896,168896,0.588285541628204,0.2581988897471611
3,-78.0,23.0,0,418019531,126672,168896,0.12959416929128043,0.3333333333333333
7,-71.0,23.0,0,115134480,168896,168896,0.23426783891626113,0.3779644730092272
0,-64.0,23.0,0,44623407,168896,168896,0.6473912166877259,0.20851441405707477
8,-67.0,23.0,0,50208475,168896,168896,0.5773938048376259,0.25
0,-64.0,23.0,0,22176209,168896,168896,0.6594734536207997,0.2041241452319315
9,-65.0,23.0,0,22247136,168896,168896,0.5317543934745778,0.2773500981126146
8,-67.0,23.0,0,89569472,168896,168896,0.5570811735327932,0.24253562503633297
0,-64.0,23.0,0,44751173,84448,168896,0.642384640675591,0.2
0,-64.0,23.0,0,31721232,168896,168896,0.6428817207238798,0.19611613513818404
9,-65.0,23.0,0,27958343,168896,168896,0.5468795190318624,0.2672612419124244
9,-65.0,23.0,0,28339246,168896,168896,0.5593217385079777,0.2581988897471611
0,-64.0,23.0,0,22020136,168896,168896,0.6540345718768329,0.19245008972987526
0,-64.0,23.0,0,22128136,168896,168896,0.6642262411822555,0.1889822365046136
0,-64.0,23.0,0,22481220,126672,168896,0.6652351809998985,0.18569533817705186
1,-82.0,23.0,0,500000000,126672,126672,0.011878399999999999,0.3779644730092272
10,-62.0,23.0,0,9451023,42224,42224,0.5399816699501876,0.25
10,-62.0,23.0,0,22301136,168896,168896,0.5630482747475021,0.24253562503633297
8,-67.0,23.0,0,22253191,168896,168896,0.5780278978896397,0.23570226039551584
8,-67.0,23.0,0,32880239,168896,168896,0.5808795620260756,0.22941573387056177
10,-62.0,23.0,0,46123029,84448,168896,0.5442869889691511,0.23570226039551584
9,-65.0,23.0,0,51157057,126672,168896,0.5434113553395914,0.25
7,-71.0,23.0,0,46122615,126672,168896,0.24723695032392762,0.3535533905932738
10,-62.0,23.0,0,45113115,126672,168896,0.5338289710613712,0.22941573387056177
4,-76.0,23.0,0,31808318,168896,168896,0.24754548764176895,0.31622776601683794
0,-64.0,23.0,0,33795305,168896,168896,0.6635637201873964,0.18257418583505536
10,-62.0,23.0,0,34201444,126672,168896,0.5299295426347043,0.22360679774997896
0,-64.0,23.0,0,156609127,84448,168896,0.6442992938065589,0.1796053020267749
6,-72.0,23.0,0,72599306,126672,168896,0.25341788998049625,0.28867513459481287
7,-71.0,23.0,0,26764677,168896,168896,0.3060623395657715,0.3333333333333333
8,-67.0,23.0,0,22319136,168896,168896,0.5984036948050496,0.22360679774997896
9,-65.0,23.0,0,22274191,168896,168896,0.5663425418509934,0.24253562503633297
9,-65.0,23.0,0,22612372,168896,168896,0.5859504208284344,0.23570226039551584
0,-64.0,23.0,0,21939136,168896,168896,0.6537741287665506,0.1767766952966369
7,-71.0,23.0,0,23496840,168896,168896,0.3639241719534347,0.31622776601683794
0,-64.0,23.0,0,33794464,126672,168896,0.6479424884317451,0.17407765595569785
10,-62.0,23.0,0,29111423,126672,168896,0.5301968193635883,0.21821789023599236
9,-65.0,23.0,0,33250312,126672,168896,0.5797888097749379,0.22941573387056177
10,-62.0,23.0,0,33613956,126672,168896,0.5271791164062652,0.21320071635561044
