10.0002,12
10.0004,9
10.0004,3
10.0021,1
10.0021,0
10.0043,11
10.0245,9
10.0314,4
10.0354,0
10.0413,14
10.0756,13
10.081,11
10.0813,9
10.0869,5
10.1034,1
10.1089,0
10.1143,12
10.1144,9
10.1199,5
10.1256,0
10.131,2
10.1317,0
10.1371,4
10.1374,2
10.1429,0
10.1537,6
10.1538,4
10.154,2
10.1598,0
10.1653,4
10.1707,0
10.1763,8
10.1764,4
10.1873,3
10.1931,0
10.2039,4
10.204,0
10.2094,4
10.2098,2
10.2152,0
10.2263,3
10.2264,0
10.232,5
10.238,3
10.249,0
10.2492,6
10.2492,1
10.2605,0
10.2714,11
10.2715,3
10.2772,0
10.2826,11
10.2827,4
10.3332,3
10.3765,1
10.455,0
10.4604,10
10.4606,0
10.4714,6
10.4715,0
10.4769,5
10.477,0
10.4824,12
10.4829,2
10.4895,0
10.495,11
10.5005,0
10.5229,3
10.523,0
10.5339,5
10.534,0
10.5342,4
10.5396,0
10.54,9
10.5401,3
10.5458,2
10.5514,0
10.5568,12
10.5569,9
10.584,3
10.5897,1
10.6209,0
10.6211,5
10.6211,2
10.6266,1
10.6488,0
10.6709,9
10.6713,8
10.7035,6
10.732,2
10.7375,0
10.7429,15
10.743,7
10.7545,5
10.7547,0
10.7602,3
10.7657,0
10.7658,1
10.7659,0
10.7713,3
10.7828,0
10.7937,7
10.7938,5
10.7943,0
10.7997,9
10.7998,4
10.8052,0
10.8106,7
10.8277,5
10.8277,1
11.0227,0
11.0282,15
11.0457,13
11.0678,12
11.0899,5
11.0899,1
11.1067,0
11.1412,3
11.1412,0
11.1467,5
11.1469,0
11.1471,10
11.1471,9
11.1526,5
11.1526,2
11.1528,0
11.1582,9
11.1863,8
11.1917,5
11.1918,0
11.1973,11
11.1974,3
11.1976,0
11.1977,7
11.1978,5
11.198,0
11.2089,3
11.2089,2
11.2144,0
11.2198,1
11.2198,0
11.2252,1
11.2253,0
11.2307,7
11.2321,3
11.2324,2
11.2379,0
11.2433,4
11.2437,3
11.2607,1
11.2609,0
11.2663,2
11.2664,0
11.2718,6
11.2721,2
11.2885,0
11.2939,12
11.3127,9
11.3182,8
11.3352,5
11.3406,4
11.3516,1
11.3847,0
11.4682,4
11.4683,0
11.4737,3
11.4738,2
11.4792,0
11.4846,12
11.4847,6
11.5019,0
11.5065,8
11.5066,2
11.5121,0
11.5176,12
11.5177,10
11.5179,4
11.5514,1
11.5569,0
11.5623,4
11.5629,2
11.5684,0
11.5792,6
11.5793,0
11.5847,6
11.5848,5
11.5902,3
11.5959,0
11.6014,2
11.6014,0
11.6068,5
11.6069,2
11.6071,0
11.6125,10
11.6181,0
11.6235,10
11.6235,9
11.6238,0
11.6349,4
11.635,0
11.6404,8
11.6408,6
11.641,2
11.6464,1
11.6519,0
11.6573,15
11.6629,11
11.6688,10
11.6745,2
11.6872,1
11.6982,0
11.7036,5
11.7037,1
11.7146,0
11.72,9
11.7201,6
11.7255,5
11.7313,0
11.7367,5
11.7368,0
11.7422,14
11.7426,11
11.748,9
11.7535,7
11.7589,5
11.7644,3
11.7702,0
11.7756,2
11.7756,0
11.7811,3
11.7811,0
11.7865,15
11.7867,12
11.7924,11
11.7926,10
11.8092,0
11.8146,2
11.8147,0
11.8201,11
11.8202,1
11.8208,0
11.8262,15
11.8263,6
11.8328,0
11.8382,9
11.8439,8
11.8441,5
11.8496,0
11.8498,5
11.8498,3
11.8553,0
11.8607,2
11.8663,0
11.8717,12
11.8722,2
11.8832,0
11.8886,13
11.8996,8
11.8998,4
11.9165,3
11.9226,2
11.9281,0
11.9335,14
12.0111,6
12.0964,5
12.1301,4
12.1355,3
12.1745,0
12.1746,10
12.1747,8
12.1747,6
12.1749,1
12.1861,0
12.1915,7
12.1917,0
12.1971,4
12.2026,0
12.2027,9
12.2028,7
12.203,4
12.2085,0
12.2139,2
12.2142,1
12.2251,0
12.2306,13
12.236,12
12.2415,10
12.2473,4
12.2585,1
12.264,0
12.2641,14
12.2642,13
12.2697,6
12.2697,0
12.2752,1
12.2754,0
12.2755,13
12.2756,9
12.2813,7
12.2868,6
12.2868,0
12.2923,11
12.3476,5
12.3477,0
12.3531,11
12.4101,6
12.443,5
12.443,4
12.46,1
12.5817,0
12.5818,12
12.5819,9
12.5931,5
12.5986,0
12.604,3
12.6041,2
12.6096,0
12.6097,4
12.6098,0
12.6152,11
12.6156,8
12.621,5
12.6211,0
12.6265,7
12.6266,5
12.632,3
12.6375,1
12.6429,0
12.6483,8
12.6484,2
12.6539,0
12.6593,1
12.6594,0
12.6648,8
12.6654,7
12.6709,5
12.6709,4
12.6763,2
12.6818,0
12.6872,12
12.6873,4
12.6875,1
12.6932,0
12.6988,1
12.6989,0
12.7043,2
12.7043,0
12.7098,8
12.7153,2
12.7211,0
12.7212,13
12.7213,10
12.7324,7
12.7326,6
12.7549,3
12.7551,0
12.7605,14
12.7606,11
12.7664,8
12.7666,3
12.7887,1
12.7999,0
12.8,12
12.8001,9
12.8056,7
12.811,5
12.811,4
12.8165,2
12.8222,0
12.8276,4
12.8277,3
