Node,Aggregate thput,Throughput,Last agg thput,Last thput,Idle,CCA busy,Tx,Rx,Rx ME ok,Rx SBSS ok,Rx OBSS ok,Rx ME err,Rx SBSS err,Rx OBSS err,Mac Tx packets,Mac Tx bytes,Tx packets,Tx bytes,TxOk packets,TxOk bytes,ACK received,ACK missed,Mac Rx packets,Mac Rx bytes,Mac Rx drop packets,Mac Rx drop bytes
0,175.39,58.5976,182.881,60.9546,2.54992,1.94157,94.018,1.51729,0.215672,0,0.41174,0.000384,0,0.889496,534988,806761904,489614,738337912,485723,732470284,17349,139,0,0,0,0
1,0,0,0,0,0.0785774,4.84401,0.566796,94.5321,92.532,0,0.650644,0.138424,0,1.211,0,0,0,0,0,0,0,0,486591,733779228,0,0
2,0,57.7244,0,60.9883,2.56202,3.15896,92.6516,1.69082,0.211904,0,0.412504,0.000432,0,1.06598,534996,806773968,482443,727524044,478485,721555380,17091,140,0,0,0,0
3,0,0,0,0,0.114994,6.04222,0.557716,93.3431,91.1841,0,0.619284,0.149456,0,1.39022,0,0,0,0,0,0,0,0,479493,723075444,0,0
4,0,58.4818,0,60.9377,2.54988,2.89519,93.6414,0.918508,0.212772,0,0.009712,0,0,0.696024,535005,806787540,487708,735463664,484763,731022604,17315,105,0,0,0,0
5,0,0,0,0,0.0695367,5.77652,0.561252,93.5923,92.1879,0,0.240568,0.138616,0,1.02527,0,0,0,0,0,0,0,0,484791,731064828,0,0
6,0,0.58619,0,0,0.26628,87.7197,1.27492,6.93333,0.004512,0,0.520776,3.6e-05,0,6.408,119683,180481964,6267,9450636,4859,7327372,176,51,0,0,0,0
7,0,0,0,0,0.116901,87.9044,0.009196,8.16363,0.947416,0,0.630476,0.123596,0,6.46214,0,0,0,0,0,0,0,0,4915,7411820,0,0
Node,Aggregate thput,Throughput,Last agg thput,Last thput,Idle,CCA busy,Tx,Rx,Rx ME ok,Rx SBSS ok,Rx OBSS ok,Rx ME err,Rx SBSS err,Rx OBSS err,Mac Tx packets,Mac Tx bytes,Tx packets,Tx bytes,TxOk packets,TxOk bytes,ACK received,ACK missed,Mac Rx packets,Mac Rx bytes,Mac Rx drop packets,Mac Rx drop bytes
0,206.234,59.6993,217.087,60.4418,2.55202,1.61046,95.5699,0.293296,0.293296,0,0,0,0,0,534988,806761904,497449,750153092,494855,746241340,17758,17,0,0,0,0
1,0,0,0,0,0.763765,3.78851,0.681908,94.7861,94.556,0,0.2301,0,0,0,0,0,0,0,0,0,0,0,494883,746283564,0,0
2,0,59.5835,0,60.5945,2.44726,1.54366,95.8327,0.229024,0.229024,0,0,0,0,0,534996,806773968,499210,752808680,493895,744793660,17726,113,0,0,0,0
3,0,0,0,0,0.395889,4.49519,0.590408,94.5659,94.3372,0,0.228684,0,0,0,0,0,0,0,0,0,0,0,493951,744878108,0,0
4,0,45.4709,0,49.2501,5.94434,1.96486,89.0552,3.10335,0.302924,0,0.279628,0.023844,0,2.49696,535005,806787540,459161,692414788,376914,568386312,13468,2935,0,0,0,0
5,0,0,0,0,0.449378,7.45812,0.694812,91.462,82.3766,0,0.688116,0.303468,0,8.09374,0,0,0,0,0,0,0,0,432411,652075788,0,0
6,0,41.48,0,46.8011,8.70646,1.19881,87.0052,3.11746,0.320244,0,0.2361,0.027072,0,2.53404,535013,806799604,444417,670180836,343833,518500164,12287,3586,0,0,0,0
7,0,0,0,0,0.401093,7.71692,0.710468,91.1941,77.591,0,0.709988,0.293012,0,12.6001,0,0,0,0,0,0,0,0,407065,613854020,0,0
