Unable to init server: Could not connect: Connection refused
Unable to init server: Could not connect: Connection refused

(mab_agents.py:10703): Gdk-CRITICAL **: 04:51:07.114: gdk_cursor_new_for_display: assertion 'GDK_IS_DISPLAY (display)' failed
Simulation time: 50.0 s
Waiting for simulation script to connect on port: tcp://localhost:50000
Please start proper ns-3 simulation script using ./waf --run "..."
Start
Progress: 0% 10% 20% 30% 40% 50% 60% 70% 80% 90% 100%
Done
Final step: 44140
Node    CST    Tx pow                    Mean                     Std    Played (s)    Played (count)
   0    -82         0    0.086917487635991247    0.156173761888606072          0.93                40
   0    -82         6    0.189687382350956363    0.156173761888606072          0.88                40
   0    -82        12    0.298020004431058305    0.111111111111111105          1.58                80
   0    -82        18    0.444649258590525454    0.068842839082151427          3.01               210
   0    -82        23    0.486232189937311987    0.057831493196624020          5.11               298
   0    -77         0    0.031911254842394939    0.156173761888606072          0.84                40
   0    -77         6    0.321336220620039303    0.118678165819385339          0.85                70
   0    -77        12    0.432143325945873291    0.074329414624716636          2.07               180
   0    -77        18    0.513715763400791281    0.047619047619047616          4.50               440
   0    -77        23    0.540855885599230368    0.034079908829549851          8.11               860
   0    -72         0    0.144704507951840672    0.156173761888606072          0.41                40
   0    -72         6    0.279021211658652513    0.118678165819385339          0.72                70
   0    -72        12    0.495660084361542241    0.053376051268362382          3.06               350
   0    -72        18    0.499270782496923582    0.049937616943892232          3.58               400
   0    -72        23    0.522517619935612854    0.054964970992931274          2.98               330
   0    -67         0    0.025474229157192330    0.179605302026774910          0.20                30
   0    -67         6    0.119022713644749464    0.156173761888606072          0.53                40
   0    -67        12    0.453920255018259222    0.068842839082151427          1.69               210
   0    -67        18    0.482561782838821729    0.063119440309780311          2.13               250
   0    -67        23    0.496304814919195314    0.072357460529242162          1.63               190
   0    -62         0    0.072947096446748891    0.179605302026774910          0.17                30
   0    -62         6    0.339505018262759084    0.094915799575249898          0.98               110
   0    -62        12    0.371336955976916905    0.087370405666103795          1.15               130
   0    -62        18    0.440462146807886534    0.068842839082151427          1.81               210
   0    -62        23    0.369810140610303650    0.087370405666103795          1.06               130
                                                                              49.98              4778    Tot

Node    CST    Tx pow                    Mean                     Std    Played (s)    Played (count)
   1    -82         0    0.002791104463345477    0.218217890235992362          3.24                20
   1    -82         6    0.033453508594030047    0.218217890235992362          1.63                20
   1    -82        12    0.091575768795265855    0.179605302026774910          2.62                30
   1    -82        18    0.222334270550647972    0.128036879932895975          6.07                60
   1    -82        23    0.295442494308931602    0.103142124625879336          7.99                93
   1    -77         0    0.007098780168127130    0.179605302026774910          3.00                30
   1    -77         6    0.057929888551264463    0.179605302026774910          1.42                30
   1    -77        12    0.106174799225948940    0.156173761888606072          1.65                40
   1    -77        18    0.314667739397693824    0.099503719020998915          3.62               100
   1    -77        23    0.351262037579507802    0.094915799575249898          4.64               110
   1    -72         0    0.000000000000000000    0.179605302026774910          1.69                30
   1    -72         6    0.027815980532349644    0.218217890235992362          0.72                20
   1    -72        12    0.060461857004759909    0.218217890235992362          0.52                20
   1    -72        18    0.252344290322166875    0.128036879932895975          1.38                60
   1    -72        23    0.327761209596401926    0.111111111111111105          2.08                80
   1    -67         0    0.000000000000000000    0.218217890235992362          0.36                20
   1    -67         6    0.004139802542511694    0.179605302026774910          0.90                30
   1    -67        12    0.037621084569573617    0.179605302026774910          0.60                30
   1    -67        18    0.266350859465556089    0.104828483672191830          1.55                90
   1    -67        23    0.184151610807559402    0.156173761888606072          0.78                40
   1    -62         0    0.000000000000000000    0.218217890235992362          0.37                20
   1    -62         6    0.010845255596772067    0.179605302026774910          0.34                30
   1    -62        12    0.111758753914554004    0.156173761888606072          0.46                40
   1    -62        18    0.227917491362669783    0.118678165819385339          0.80                70
   1    -62        23    0.332081248463762746    0.090909090909090912          1.31               120
                                                                              49.75              1233    Tot

Node    CST    Tx pow                    Mean                     Std    Played (s)    Played (count)
   2    -82         0    0.020712857718454655    0.218217890235992362          3.60                20
   2    -82         6    0.070897770428325901    0.218217890235992362          4.23                20
   2    -82        12    0.248783192611417847    0.156173761888606072          5.21                40
   2    -82        18    0.382664605214534659    0.128036879932895975          5.82                60
   2    -82        23    0.246496260746789514    0.156173761888606072          5.69                40
   2    -77         0    0.102345264730430485    0.218217890235992362          0.98                20
   2    -77         6    0.227637486005628525    0.140028008402800969          2.64                50
   2    -77        12    0.326879190269814102    0.118678165819385339          3.02                70
   2    -77        18    0.405783837979775797    0.099503719020998915          3.94               100
   2    -77        23    0.360745206947210184    0.140028008402800969          2.23                50
   2    -72         0    0.138456096985924593    0.218217890235992362          0.39                20
   2    -72         6    0.420144072064923213    0.094915799575249898          1.55               110
   2    -72        12    0.401165782307530749    0.094915799575249898          1.70               110
   2    -72        18    0.345106326881702508    0.118678165819385339          1.14                70
   2    -72        23    0.374257322800342074    0.128036879932895975          0.85                60
   2    -67         0    0.155493902083200158    0.218217890235992362          0.20                20
   2    -67         6    0.438372892890386334    0.104828483672191830          0.89                90
   2    -67        12    0.497381593407152989    0.078811040623910061          1.18               160
   2    -67        18    0.479338445053008877    0.104828483672191830          0.73                90
   2    -67        23    0.389044146369060651    0.118678165819385339          0.67                70
   2    -62         0    0.000000000000000000    0.301511344577763629          0.07                10
   2    -62         6    0.331810897718670450    0.118678165819385339          0.58                70
   2    -62        12    0.533513216442490834    0.068680281974344518          1.47               211
   2    -62        18    0.407453788704321918    0.104828483672191830          0.69                90
   2    -62        23    0.424836451684977801    0.111111111111111105          0.52                80
                                                                              49.99              1731    Tot

Node    CST    Tx pow                    Mean                     Std    Played (s)    Played (count)
   3    -82         0    0.002608802861829049    0.218217890235992362          3.14                20
   3    -82         6    0.080976208402717353    0.156173761888606072          5.19                40
   3    -82        12    0.299782287508515377    0.111111111111111105          4.84                80
   3    -82        18    0.321510757629740129    0.099503719020998915          7.03               100
   3    -82        23    0.344290503651938140    0.140028008402800969          2.27                50
   3    -77         0    0.000000000000000000    0.218217890235992362          0.55                20
   3    -77         6    0.300000507763082958    0.111111111111111105          2.17                80
   3    -77        12    0.087947212841038902    0.218217890235992362          0.57                20
   3    -77        18    0.448757078689250410    0.064415662640083082          5.94               240
   3    -77        23    0.442665598679491901    0.078811040623910061          2.61               160
   3    -72         0    0.000000000000000000    0.218217890235992362          0.18                20
   3    -72         6    0.228786435782988740    0.179605302026774910          0.35                30
   3    -72        12    0.450911797352904542    0.065795169495976899          2.73               230
   3    -72        18    0.371268839628285385    0.099503719020998915          1.50               100
   3    -72        23    0.392747780318866313    0.099503719020998915          1.31               100
   3    -67         0    0.000000000000000000    0.218217890235992362          0.17                20
   3    -67         6    0.118435829189218494    0.179605302026774910          0.36                30
   3    -67        12    0.460512929880916244    0.058621038176054914          2.37               290
   3    -67        18    0.464322806253981368    0.067267279399631244          1.82               220
   3    -67        23    0.413792664843968039    0.084215192106651890          1.09               140
   3    -62         0    0.107895409552511326    0.179605302026774910          0.23                30
   3    -62         6    0.176806130251633109    0.156173761888606072          0.31                40
   3    -62        12    0.437892009190787024    0.084215192106651890          0.96               140
