Action,CST,Tx pow,Repeat,Duration (ns),Tx ok bytes,Tx bytes,Mean,Std
0,-82,23,0,500000000,295568,345332,0.0363776,0.7071067811865476
1,-77,23,0,500000000,380016,464464,0.046771200000000006,0.7071067811865476
4,-62,23,0,500000000,925912,1055600,0.1139584,0.7071067811865476
4,-62,23,0,437884279,506688,633360,0.12344416962575873,0.5773502691896257
2,-72,23,0,500000000,211120,295568,0.025984,0.7071067811865476
4,-62,23,0,500000000,251836,337792,0.10808072721931905,0.5
4,-62,23,0,500000000,630344,802256,0.11749690177545524,0.4472135954999579
3,-67,23,0,500000000,84448,211120,0.0103936,0.7071067811865476
3,-67,23,0,500000000,506688,717808,0.04850346666666667,0.5773502691896257
2,-72,23,0,500000000,126672,84448,0.027716266666666666,0.5773502691896257
0,-82,23,0,286201635,84448,84448,0.03635695185639779,0.5773502691896257
1,-77,23,0,500000000,591136,675584,0.07968426666666667,0.5773502691896257
1,-77,23,0,500000000,0,0,0.0597632,0.5
3,-67,23,0,500000000,0,42224,0.0363776,0.5
3,-67,23,0,500000000,0,0,0.029102080000000002,0.4472135954999579
2,-72,23,0,500000000,0,0,0.0207872,0.5
3,-67,23,0,500000000,1307436,1477840,0.07789013333333333,0.408248290463863
4,-62,23,0,101158923,334776,337792,0.16579934689697648,0.408248290463863
0,-82,23,0,500000000,0,0,0.027267713892298345,0.5
4,-62,23,0,500000000,1308944,1520064,0.18814252591169414,0.3779644730092272
1,-77,23,0,500000000,337792,422240,0.06444032,0.4472135954999579
1,-77,23,0,500000000,0,42224,0.05370026666666666,0.408248290463863
2,-72,23,0,500000000,84448,168896,0.0207872,0.4472135954999579
3,-67,23,0,159529928,422240,380016,0.11329969399262849,0.3779644730092272
3,-67,23,0,500000000,1058616,1224496,0.13171003224354993,0.3535533905932738
1,-77,23,0,500000000,0,0,0.046028799999999995,0.3779644730092272
4,-62,23,0,500000000,337792,337792,0.17501831017273237,0.3535533905932738
3,-67,23,0,500000000,378508,380016,0.1274279397720444,0.3333333333333333
2,-72,23,0,500000000,42224,42224,0.019054933333333333,0.408248290463863
4,-62,23,0,260972781,464464,548912,0.17991017191499048,0.3333333333333333
3,-67,23,0,500000000,760032,844480,0.13339362579483996,0.31622776601683794
3,-67,23,0,500000000,548912,591136,0.13355027799530905,0.30151134457776363
4,-62,23,0,177640023,1140048,1097824,0.2409067598984806,0.31622776601683794
3,-67,23,0,500000000,844480,971152,0.1397437548290333,0.28867513459481287
2,-72,23,0,500000000,211120,253344,0.023756799999999998,0.3779644730092272
1,-77,23,0,500000000,0,0,0.0402752,0.3535533905932738
3,-67,23,0,500000000,465972,550420,0.13781737368833843,0.2773500981126146
1,-77,23,0,500000000,211120,295568,0.0415744,0.3333333333333333
2,-72,23,0,500000000,168896,211120,0.025984,0.3535533905932738
4,-62,23,0,84034487,211120,211120,0.24711581679015132,0.30151134457776363
3,-67,23,0,500000000,1477840,1731184,0.15395727556774283,0.2672612419124244
4,-62,23,0,302239916,717808,802256,0.25088140597060044,0.28867513459481287
2,-72,23,0,500000000,211120,211120,0.02887111111111111,0.3333333333333333
3,-67,23,0,500000000,377000,506688,0.14988012386322666,0.2581988897471611
0,-82,23,0,500000000,0,0,0.021814171113838675,0.4472135954999579
0,-82,23,0,500000000,0,0,0.018178475928198896,0.408248290463863
3,-67,23,0,500000000,630344,760032,0.150210216121775,0.25
4,-62,23,0,212103142,925912,1055600,0.27291193063800967,0.2773500981126146
4,-62,23,0,433693625,2364544,2533440,0.30134883130819606,0.2672612419124244
3,-67,23,0,500000000,1222988,1308944,0.1590827445852,0.24253562503633297
3,-67,23,0,500000000,337792,337792,0.15486419210824443,0.23570226039551584
1,-77,23,0,500000000,0,0,0.03741696,0.31622776601683794
4,-62,23,0,500000000,0,0,0.281258909220983,0.2581988897471611
0,-82,23,0,500000000,0,0,0.015581550795599055,0.3779644730092272
1,-77,23,0,500000000,0,0,0.034015418181818184,0.30151134457776363
4,-62,23,0,500000000,295568,380016,0.26822742739467154,0.25
3,-67,23,0,500000000,337792,506688,0.15108969778675788,0.22941573387056177
4,-62,23,0,1761628,42224,0,0.3112728728420438,0.24253562503633297
4,-62,23,0,500000000,886704,886704,0.3061058021285969,0.23570226039551584
4,-62,23,0,500000000,211120,253344,0.29273012833235496,0.22941573387056177
0,-82,23,0,500000000,42224,0,0.014933056946149173,0.3535533905932738
0,-82,23,0,500000000,0,0,0.013273828396577043,0.3333333333333333
4,-62,23,0,500000000,84448,126672,0.2791329819157372,0.22360679774997896
0,-82,23,0,500000000,42224,0,0.012985805556919338,0.31622776601683794
4,-62,23,0,500000000,464464,548912,0.27128520182451166,0.21821789023599236
4,-62,23,0,176937752,717808,717808,0.2816496599415275,0.21320071635561044
4,-62,23,0,500000000,1898572,1942304,0.2897231877701567,0.20851441405707477
4,-62,23,0,479913335,506688,591136,0.28306569917817936,0.2041241452319315
1,-77,23,0,500000000,0,0,0.031180800000000005,0.28867513459481287
3,-67,23,0,500000000,760032,844480,0.15288945289741998,0.22360679774997896
3,-67,23,0,500000000,0,0,0.1456090027594476,0.21821789023599236
4,-62,23,0,458187942,1477840,1648244,0.28762197009311835,0.2
1,-77,23,0,500000000,84448,84448,0.030381292307692313,0.2773500981126146
4,-62,23,0,500000000,1518556,1688960,0.2909364481664599,0.19611613513818404
4,-62,23,0,428299155,506688,760032,0.2855537242436953,0.19245008972987526
1,-77,23,0,500000000,0,0,0.028211200000000002,0.2672612419124244
4,-62,23,0,500000000,0,0,0.27535537694927764,0.1889822365046136
4,-62,23,0,500000000,799240,886704,0.2726443639510267,0.18569533817705186
1,-77,23,0,500000000,0,0,0.026330453333333337,0.2581988897471611
4,-62,23,0,421300531,1562288,1646736,0.27876955479832355,0.18257418583505536
3,-67,23,0,500000000,0,0,0.13899041172492724,0.21320071635561044
4,-62,23,0,500000000,548912,717808,0.2741355949661196,0.1796053020267749
2,-72,23,0,500000000,42224,42224,0.027023360000000003,0.31622776601683794
2,-72,23,0,500000000,0,42224,0.024566690909090912,0.30151134457776363
4,-62,23,0,500000000,802256,844480,0.27174005762342834,0.1767766952966369
4,-62,23,0,327055639,842972,886704,0.27311840541747956,0.17407765595569785
4,-62,23,0,500000000,802256,928928,0.27089369937578894,0.17149858514250885
4,-62,23,0,500000000,337792,337792,0.26552955939362355,0.1690308509457033
3,-67,23,0,500000000,43732,43732,0.13341538512819126,0.20851441405707477
4,-62,23,0,500000000,84448,126672,0.25873116052157846,0.16666666666666666
4,-62,23,0,500000000,802256,1013376,0.2570756805074817,0.1643989873053573
2,-72,23,0,500000000,0,0,0.022519466666666668,0.28867513459481287
2,-72,23,0,117889306,0,42224,0.020787200000000002,0.2773500981126146
2,-72,23,0,500000000,42224,42224,0.0200448,0.2672612419124244
3,-67,23,0,500000000,0,0,0.12785641074784995,0.2041241452319315
3,-67,23,0,500000000,168896,253344,0.12440513031793596,0.2
4,-62,23,0,500000000,422240,591136,0.25304568891517953,0.16222142113076254
2,-72,23,0,500000000,0,0,0.018708480000000003,0.2581988897471611
3,-67,23,0,500000000,336284,422240,0.12280407145955381,0.19611613513818404
4,-62,23,0,367983560,1055600,1224496,0.25561013921989645,0.16012815380508713
4,-62,23,0,500000000,1222988,1435616,0.256745965739399,0.15811388300841897
4,-62,23,0,407061729,1094808,1097824,0.2585575291364429,0.15617376188860607
0,-82,23,0,500000000,0,0,0.01180527777901758,0.30151134457776363
4,-62,23,0,500000000,968136,1182272,0.2580754546331943,0.1543033499620919
3,-67,23,0,500000000,123656,84448,0.11938312066475552,0.19245008972987526
4,-62,23,0,500000000,84448,85956,0.25255712313009676,0.15249857033260467
0,-82,23,0,500000000,0,0,0.010821504630766116,0.28867513459481287
4,-62,23,0,500000000,333268,339300,0.24868162487714002,0.15075567228888181
3,-67,23,0,500000000,42224,84448,0.11549063778387139,0.1889822365046136
3,-67,23,0,500000000,0,0,0.11150820199822066,0.18569533817705186
2,-72,23,0,500000000,0,0,0.0175392,0.25
2,-72,23,0,500000000,0,0,0.016507482352941177,0.24253562503633297
2,-72,23,0,500000000,0,0,0.0155904,0.23570226039551584
0,-82,23,0,500000000,0,0,0.00998908119763026,0.2773500981126146
3,-67,23,0,500000000,168896,211120,0.10917707526494663,0.18257418583505536
4,-62,23,0,500000000,211120,253344,0.24431021099098135,0.14907119849998599
4,-62,23,0,140478203,168896,211120,0.24221595766546816,0.14744195615489714
1,-77,23,0,500000000,0,0,0.024684800000000003,0.25
3,-67,23,0,500000000,295568,337792,0.10800217606285159,0.1796053020267749
4,-62,23,0,500000000,464464,464464,0.23949497133216033,0.14586499149789456
1,-77,23,0,500000000,0,0,0.023232752941176472,0.24253562503633297
4,-62,23,0,500000000,211120,295568,0.235588159429407,0.14433756729740643
1,-77,23,0,500000000,0,0,0.021942044444444447,0.23570226039551584
1,-77,23,0,500000000,0,0,0.020787200000000002,0.22941573387056177
4,-62,23,0,428526350,1265212,1435616,0.23819617974665344,0.14285714285714285
3,-67,23,0,500000000,337792,380016,0.10722550806088747,0.1767766952966369
4,-62,23,0,500000000,380016,464464,0.2353031041517204,0.1414213562373095
4,-62,23,0,500000000,253344,211120,0.23191209426639253,0.14002800840280097
0,-82,23,0,500000000,0,0,0.009275575397799527,0.2672612419124244
4,-62,23,0,500000000,337792,380016,0.2290512616843465,0.1386750490563073
0,-82,23,0,500000000,0,0,0.008657203704612893,0.2581988897471611
1,-77,23,0,500000000,42224,42224,0.020267520000000004,0.22360679774997896
4,-62,23,0,500000000,84448,84448,0.22512175108652863,0.13736056394868904
2,-72,23,0,500000000,0,42224,0.014769852631578949,0.22941573387056177
3,-67,23,0,500000000,0,0,0.10397625024086057,0.17407765595569785
4,-62,23,0,500000000,85956,85956,0.22134465199233364,0.13608276348795434
3,-67,23,0,500000000,211120,211120,0.10244659582201174,0.17149858514250885
4,-62,23,0,500000000,84448,84448,0.21769815286520028,0.13483997249264842
4,-62,23,0,500000000,84448,168896,0.21418188584975026,0.1336306209562122
2,-72,23,0,500000000,0,0,0.014031360000000001,0.22360679774997896
3,-67,23,0,399298061,251836,297076,0.10173738504612756,0.1690308509457033
2,-72,23,0,500000000,0,0,0.0133632,0.21821789023599236
4,-62,23,0,500000000,42224,42224,0.21060665276466695,0.13245323570650439
0,-82,23,0,500000000,0,0,0.008116128473074587,0.25
1,-77,23,0,500000000,0,0,0.019302400000000004,0.21821789023599236
4,-62,23,0,500000000,716300,717808,0.21001550357906923,0.13130643285972254
2,-72,23,0,500000000,42224,42224,0.013228218181818184,0.21320071635561044
1,-77,23,0,500000000,0,0,0.018425018181818187,0.21320071635561044
1,-77,23,0,500000000,0,0,0.017623930434782612,0.20851441405707477
3,-67,23,0,500000000,128180,170404,0.09978779101706846,0.16666666666666666
0,-82,23,0,500000000,0,0,0.007638709151129023,0.24253562503633297
4,-62,23,0,500000000,631852,675584,0.2090920679251867,0.13018891098082386
3,-67,23,0,500000000,544388,591136,0.10071253180039093,0.1643989873053573
4,-62,23,0,488594711,211120,253344,0.20649355165033836,0.12909944487358055
4,-62,23,0,500000000,1094808,1182272,0.20752629998393937,0.12803687993289598
3,-67,23,0,500000000,295568,337792,0.09997681254248592,0.16222142113076254
4,-62,23,0,500000000,84448,126672,0.20451437901645644,0.1270001270001905
4,-62,23,0,500000000,211120,295568,0.20209300792095716,0.12598815766974242
4,-62,23,0,500000000,422240,380016,0.20055930467219218,0.125
1,-77,23,0,500000000,84448,84448,0.017755733333333336,0.2041241452319315
0,-82,23,0,500000000,0,0,0.007214336420510743,0.23570226039551584
2,-72,23,0,500000000,0,0,0.012653078260869565,0.20851441405707477
4,-62,23,0,171378001,126672,126672,0.19887332822901874,0.12403473458920845
1,-77,23,0,500000000,84448,84448,0.017876992,0.2
