Node,Aggregate thput,Throughput,Last agg thput,Last thput,Idle,CCA busy,Tx,Rx,Rx ME ok,Rx SBSS ok,Rx OBSS ok,Rx ME err,Rx SBSS err,Rx OBSS err,Mac Tx packets,Mac Tx bytes,Tx packets,Tx bytes,TxOk packets,TxOk bytes,ACK received,ACK missed,Mac Rx packets,Mac Rx bytes,Mac Rx drop packets,Mac Rx drop bytes
0,40.4725,10.5391,47.0761,12.675,2.00201,7.30582,17.6188,33.0829,0.09858,0,12.3172,0.000528,0,20.6666,320992,484055936,89965,135667220,52416,79043328,2083,1130,0,0,0,0
1,0,0,0,0,1.40942,7.95175,0.17268,50.4704,11.3848,0,12.5317,3.06149,0,23.4924,0,0,0,0,0,0,0,0,52547,79240876,0,0
2,0,8.90504,0,11.3088,2.63629,7.38046,15.9669,34.0206,0.086796,0,12.1557,0.000492,0,21.7776,320998,484064984,80452,121321616,44289,66787812,1709,1166,0,0,0,0
3,0,0,0,0,1.28358,12.6833,0.149728,45.8877,9.30294,0,19.3814,1.60085,0,15.6025,0,0,0,0,0,0,0,0,44468,67057744,0,0
4,0,9.22554,0,11.1646,3.2838,9.14351,19.3688,28.2081,0.121556,0,0.580752,0.000408,0,27.5054,321003,484072524,97506,147039048,45883,69191564,1814,1672,0,0,0,0
5,0,0,0,0,1.55121,8.80569,0.20064,49.4467,9.90701,0,0.677736,6.98699,0,31.875,0,0,0,0,0,0,0,0,45989,69351412,0,0
6,0,11.8028,0,11.9277,1.42173,7.4581,18.7457,32.3841,0.109584,0,20.6503,0.00174,0,11.6224,321008,484080064,96587,145653196,58701,88521108,2348,1106,0,0,0,0
7,0,0,0,0,11.7218,4.65241,0.208152,43.441,13.3517,0,0.771388,5.04431,0,24.2736,0,0,0,0,0,0,0,0,61387,92571596,0,0
Node,Aggregate thput,Throughput,Last agg thput,Last thput,Idle,CCA busy,Tx,Rx,Rx ME ok,Rx SBSS ok,Rx OBSS ok,Rx ME err,Rx SBSS err,Rx OBSS err,Mac Tx packets,Mac Tx bytes,Tx packets,Tx bytes,TxOk packets,TxOk bytes,ACK received,ACK missed,Mac Rx packets,Mac Rx bytes,Mac Rx drop packets,Mac Rx drop bytes
0,0.0524784,0.0500656,0.0567008,0.0567008,3.58939,0.246208,55.6941,0.49542,0.49542,0,0,0,0,0,320992,484055936,287148,433019184,249,375492,249,10008,0,0,0,0
1,0,0,0,0,3.68443,0.57891,0.70558,55.0509,1.695,0,0.15006,53.2043,0,0.001584,0,0,0,0,0,0,0,0,249,375492,0,0
2,0,0.000402133,0,0,3.63385,0.22036,55.6837,0.514296,0.492408,0,0.021888,0,0,0,320998,484064984,287092,432934736,2,3016,2,10254,0,0,0,0
3,0,0,0,0,0.536595,3.77273,0.697676,55.0453,0.379972,0,0.15458,54.5086,0,0.002124,0,0,0,0,0,0,0,0,2,3016,0,0
4,0,0.00201067,0,0,4.42147,0.19755,54.8719,0.537892,0.48396,0,0.02194,4.8e-05,0,0.031944,321003,484072524,282217,425583236,10,15080,10,10071,0,0,0,0
