Action,CST,Tx pow,Repeat,Duration (ns),Tx ok bytes,Tx bytes,Mean,Std
0,-82,23,0,500000000,211120,211120,0.025984,0.7071067811865476
1,-77,23,0,500000000,211120,211120,0.025984,0.7071067811865476
4,-62,23,0,500000000,1773408,1857856,0.2182656,0.7071067811865476
4,-62,23,0,500000000,548912,633360,0.19054933333333332,0.5773502691896257
2,-72,23,0,500000000,675584,717808,0.0831488,0.7071067811865476
4,-62,23,0,500000000,211120,295568,0.155904,0.5
4,-62,23,0,500000000,717808,760032,0.16006144,0.4472135954999579
3,-67,23,0,500000000,633360,717808,0.07795200000000001,0.7071067811865476
3,-67,23,0,500000000,928928,1140048,0.12818773333333333,0.5773502691896257
2,-72,23,0,500000000,337792,337792,0.0831488,0.5773502691896257
0,-82,23,0,500000000,0,0,0.017322666666666667,0.5773502691896257
2,-72,23,0,500000000,1508,1508,0.06245439999999999,0.5
1,-77,23,0,500000000,126672,168896,0.027716266666666666,0.5773502691896257
3,-67,23,0,500000000,1055600,1097824,0.1611008,0.5
3,-67,23,0,500000000,464464,548912,0.15174656,0.4472135954999579
4,-62,23,0,500000000,168896,168896,0.1403136,0.408248290463863
3,-67,23,0,500000000,84448,84448,0.12992,0.408248290463863
4,-62,23,0,500000000,591136,591136,0.14105600000000001,0.3779644730092272
0,-82,23,0,500000000,211120,211120,0.025984,0.5
4,-62,23,0,500000000,295568,337792,0.1325184,0.3535533905932738
1,-77,23,0,500000000,84448,84448,0.025984,0.5
1,-77,23,0,500000000,0,0,0.0207872,0.4472135954999579
2,-72,23,0,500000000,633360,717808,0.08114432,0.4472135954999579
3,-67,23,0,500000000,1308944,1393392,0.15738880000000002,0.3779644730092272
3,-67,23,0,500000000,717808,717808,0.15980160000000002,0.3535533905932738
1,-77,23,0,500000000,211120,211120,0.025983999999999997,0.408248290463863
4,-62,23,0,500000000,548912,548912,0.13280711111111113,0.3333333333333333
3,-67,23,0,500000000,380016,464464,0.1524394666666667,0.3333333333333333
2,-72,23,0,500000000,0,0,0.06762026666666666,0.408248290463863
4,-62,23,0,500000000,337792,337792,0.12784128,0.31622776601683794
3,-67,23,0,500000000,633360,760032,0.15278592000000002,0.31622776601683794
3,-67,23,0,500000000,84448,126672,0.14078603636363637,0.30151134457776363
4,-62,23,0,500000000,633360,675584,0.13039243636363637,0.30151134457776363
3,-67,23,0,500000000,1857856,1900080,0.16716373333333334,0.28867513459481287
2,-72,23,0,500000000,42224,42224,0.059445028571428575,0.3779644730092272
1,-77,23,0,500000000,334776,380016,0.034044342857142855,0.3779644730092272
3,-67,23,0,500000000,1477840,1604512,0.18228775384615387,0.2773500981126146
3,-67,23,0,500000000,211120,211120,0.17297920000000003,0.2672612419124244
2,-72,23,0,500000000,717808,844480,0.0741008,0.3535533905932738
4,-62,23,0,500000000,126672,126672,0.12212480000000002,0.28867513459481287
3,-67,23,0,500000000,506688,675584,0.16976213333333334,0.2581988897471611
4,-62,23,0,500000000,760032,760032,0.1271217230769231,0.2773500981126146
2,-72,23,0,500000000,886704,928928,0.09011911111111111,0.3333333333333333
3,-67,23,0,500000000,802256,802256,0.17149440000000002,0.25
0,-82,23,0,500000000,506688,506688,0.04573184,0.4472135954999579
0,-82,23,0,500000000,126672,126672,0.04330666666666667,0.408248290463863
3,-67,23,0,500000000,675584,844480,0.17118870588235297,0.24253562503633297
4,-62,23,0,500000000,253344,253344,0.12249600000000002,0.2672612419124244
2,-72,23,0,500000000,0,0,0.0811072,0.31622776601683794
3,-67,23,0,500000000,550420,677092,0.16920533333333335,0.23570226039551584
3,-67,23,0,500000000,928928,1013376,0.17233448421052633,0.22941573387056177
1,-77,23,0,500000000,211120,253344,0.0362848,0.3535533905932738
2,-72,23,0,500000000,380016,380016,0.08223767272727273,0.30151134457776363
0,-82,23,0,500000000,337792,337792,0.0489984,0.3779644730092272
1,-77,23,0,500000000,380016,380016,0.042646755555555554,0.3333333333333333
4,-62,23,0,500000000,675584,760032,0.1254161066666667,0.2581988897471611
3,-67,23,0,500000000,548912,548912,0.17047360000000003,0.22360679774997896
4,-62,23,0,500000000,0,0,0.11757760000000003,0.25
2,-72,23,0,500000000,0,0,0.07538453333333334,0.28867513459481287
2,-72,23,0,500000000,0,0,0.06958572307692308,0.2773500981126146
0,-82,23,0,500000000,168896,168896,0.0480704,0.3535533905932738
0,-82,23,0,500000000,295568,295568,0.05081315555555556,0.3333333333333333
4,-62,23,0,500000000,295568,337792,0.11494098823529415,0.24253562503633297
0,-82,23,0,500000000,0,0,0.04573184,0.31622776601683794
4,-62,23,0,500000000,464464,548912,0.11490702222222225,0.23570226039551584
