Node,Aggregate thput,Throughput,Last agg thput,Last thput,Idle,CCA busy,Tx,Rx,Rx ME ok,Rx SBSS ok,Rx OBSS ok,Rx ME err,Rx SBSS err,Rx OBSS err,Mac Tx packets,Mac Tx bytes,Tx packets,Tx bytes,TxOk packets,TxOk bytes,ACK received,ACK missed,Mac Rx packets,Mac Rx bytes,Mac Rx drop packets,Mac Rx drop bytes
0,163.509,49.6245,163.933,49.7013,2.67405,0.473718,56.2588,0.60306,0.373008,0,0.006156,0,0,0.223896,320992,484055936,290936,438731488,246806,372183448,9873,525,0,0,0,0
1,0,0,0,0,0.0148451,5.24714,0.676528,54.0658,52.7209,0,0.244636,0,0,1.10019,0,0,0,0,0,0,0,0,246806,372183448,0,0
2,0,53.3534,0,53.4574,2.72587,0.389572,56.3711,0.522624,0.354428,0,0.003648,0,0,0.164548,320998,484064984,291597,439728276,265352,400150816,9944,479,0,0,0,0
3,0,0,0,0,0.014894,4.87103,0.651268,54.4667,53.0659,0,0.213608,0,0,1.18715,0,0,0,0,0,0,0,0,265352,400150816,0,0
4,0,59.8612,0,60.3972,1.58595,0.422379,57.7666,0.229824,0.133148,0,0.000844,0,0,0.095832,321003,484072524,300910,453772280,297718,448958744,10640,114,0,0,0,0
5,0,0,0,0,0.0148258,2.60201,0.348228,57.0397,56.6131,0,0.137392,0,0,0.289264,0,0,0,0,0,0,0,0,297718,448958744,0,0
6,0,0.669552,0,0.377,1.92654,30.7473,25.6325,1.69739,0.229188,0,0.007012,0,0,1.46119,321008,484080064,131238,197906904,3330,5021640,579,4111,0,0,0,0
7,0,0,0,0,0.0148614,32.6165,0.333628,27.0387,3.2805,0,0.143224,21.5844,0,2.03052,0,0,0,0,0,0,0,0,3350,5051800,0,0
Node,Aggregate thput,Throughput,Last agg thput,Last thput,Idle,CCA busy,Tx,Rx,Rx ME ok,Rx SBSS ok,Rx OBSS ok,Rx ME err,Rx SBSS err,Rx OBSS err,Mac Tx packets,Mac Tx bytes,Tx packets,Tx bytes,TxOk packets,TxOk bytes,ACK received,ACK missed,Mac Rx packets,Mac Rx bytes,Mac Rx drop packets,Mac Rx drop bytes
0,233.835,61.0344,242.327,61.039,1.45818,0.173648,58.2645,0.130228,0.130228,0,0,0,0,0,320992,484055936,303581,457800148,303553,457757924,10853,0,0,0,0,0
1,0,0,0,0,1.46053,0.356704,0.347288,57.8568,57.7185,0,0.138296,0,0,0,0,0,0,0,0,0,0,0,303553,457757924,0,0
2,0,61.037,0,61.039,1.48537,0.173648,58.267,0.130228,0.130228,0,0,0,0,0,320998,484064984,303594,457819752,303566,457777528,10853,0,0,0,0,0
3,0,0,0,0,1.48772,0.356704,0.347288,57.8592,57.7209,0,0.138296,0,0,0,0,0,0,0,0,0,0,0,303566,457777528,0,0
4,0,56.7979,0,60.0751,2.28085,0.719768,55.9515,1.07802,0.135716,0,0.01592,0,0,0.926388,321003,484072524,290414,437944312,282483,425984364,10094,283,0,0,0,0
5,0,0,0,0,0.226141,3.189,0.343676,56.266,53.7235,0,0.158332,0,0,2.3842,0,0,0,0,0,0,0,0,282483,425984364,0,0
6,0,54.9652,0,60.1734,3.58042,0.307247,55.2166,0.925544,0.137888,0,0.00366,0,0,0.783996,321008,484080064,285040,429840320,273368,412238944,9767,417,0,0,0,0
7,0,0,0,0,0.226037,2.97034,0.341916,56.4862,51.9972,0,0.141028,0,0,4.34797,0,0,0,0,0,0,0,0,273368,412238944,0,0
Node,Aggregate thput,Throughput,Last agg thput,Last thput,Idle,CCA busy,Tx,Rx,Rx ME ok,Rx SBSS ok,Rx OBSS ok,Rx ME err,Rx SBSS err,Rx OBSS err,Mac Tx packets,Mac Tx bytes,Tx packets,Tx bytes,TxOk packets,TxOk bytes,ACK received,ACK missed,Mac Rx packets,Mac Rx bytes,Mac Rx drop packets,Mac Rx drop bytes
0,170.848,26.4773,175.72,26.9311,1.83078,0.912974,29.3357,27.938,0.092208,0,2.34766,0,0,25.4981,320992,484055936,151817,228940036,131684,198579472,4704,719,0,0,0,0
1,0,0,0,0,0.18585,4.3552,0.201188,55.2752,25.0709,0,2.42387,1.58142,0,26.199,0,0,0,0,0,0,0,0,131684,198579472,0,0
2,0,61.0356,0,61.039,1.49928,0.173648,58.2657,0.130232,0.130232,0,0,0,0,0,320998,484064984,303587,457809196,303559,457766972,10853,0,0,0,0,0
3,0,0,0,0,1.50163,0.356704,0.347292,57.8579,57.7196,0,0.138296,0,0,0,0,0,0,0,0,0,0,0,303559,457766972,0,0
4,0,28.2038,0,28.3323,1.81659,0.778095,30.9932,26.4348,0.09642,0,5.24706,0,0,21.0913,321003,484072524,160444,241949552,140271,211528668,5011,720,0,0,0,0
5,0,0,0,0,0.185997,3.06828,0.21176,56.5514,26.7058,0,2.62271,2.80594,0,24.4169,0,0,0,0,0,0,0,0,140271,211528668,0,0
6,0,55.1317,0,59.4176,2.58358,0.594279,54.076,2.76801,0.128044,0,0.02524,0,0,2.61472,321008,484080064,280328,422734624,274196,413487568,9799,218,0,0,0,0
7,0,0,0,0,0.186365,2.7936,0.328384,56.7082,52.1443,0,0.164468,0,0,4.39947,0,0,0,0,0,0,0,0,274196,413487568,0,0
Node,Aggregate thput,Throughput,Last agg thput,Last thput,Idle,CCA busy,Tx,Rx,Rx ME ok,Rx SBSS ok,Rx OBSS ok,Rx ME err,Rx SBSS err,Rx OBSS err,Mac Tx packets,Mac Tx bytes,Tx packets,Tx bytes,TxOk packets,TxOk bytes,ACK received,ACK missed,Mac Rx packets,Mac Rx bytes,Mac Rx drop packets,Mac Rx drop bytes
0,150.633,52.3475,151.611,53.3705,2.75316,0.562317,56.3665,0.336864,0.166516,0,0.002068,0,0,0.16828,320992,484055936,291967,440286236,260349,392606292,9301,1130,0,0,0,0
1,0,0,0,0,0.0380985,7.34236,0.375448,52.263,49.5504,0,0.163652,0,0,2.54893,0,0,0,0,0,0,0,0,260377,392648516,0,0
2,0,14.5596,0,15.2115,2.40598,28.2345,25.0643,4.35015,0.204632,0,0.20998,0,0,3.93554,320998,484064984,128331,193523148,72412,109197296,2885,1702,0,0,0,0
3,0,0,0,0,0.371418,16.8635,0.333376,42.4867,15.4771,0,0.492244,1.93794,0,24.5794,0,0,0,0,0,0,0,0,72412,109197296,0,0
4,0,57.8453,0,58.8771,2.43532,0.275514,56.8272,0.484964,0.135916,0,0.002028,0,0,0.34702,321003,484072524,295031,444906748,287692,433839536,10279,262,0,0,0,0
