Node,Aggregate thput,Throughput,Last agg thput,Last thput,Idle,CCA busy,Tx,Rx,Rx ME ok,Rx SBSS ok,Rx OBSS ok,Rx ME err,Rx SBSS err,Rx OBSS err,Mac Tx packets,Mac Tx bytes,Tx packets,Tx bytes,TxOk packets,TxOk bytes,ACK received,ACK missed,Mac Rx packets,Mac Rx bytes,Mac Rx drop packets,Mac Rx drop bytes
0,178.131,58.6132,182.678,60.9377,2.85654,1.09134,94.4721,1.6064,0.2214,0,0.283024,0,0,1.10197,534988,806761904,491681,741454948,485852,732664816,17374,186,0,0,0,0
1,0,0,0,0,0.114826,4.17868,0.574292,95.1533,92.5142,0,0.701332,0.314308,0,1.62348,0,0,0,0,0,0,0,0,485878,732704024,0,0
2,0,58.6711,0,60.8194,2.91476,0.88189,94.3518,1.95246,0.217416,0,0.403332,0,0,1.33172,534996,806773968,491161,740670788,486332,733388656,17378,164,0,0,0,0
3,0,0,0,0,0.209485,3.88659,0.568676,95.4309,92.5271,0,0.62482,0.17056,0,2.10836,0,0,0,0,0,0,0,0,486332,733388656,0,0
4,0,59.5247,0,60.9208,2.86662,0.871164,95.4836,0.786464,0.21788,0,0.003224,0,0,0.56536,535005,806787540,497078,749593624,493408,744059264,17629,131,0,0,0,0
5,0,0,0,0,0.109773,3.90283,0.573132,95.4168,93.8281,0,0.23348,0,0,1.35522,0,0,0,0,0,0,0,0,493436,744101488,0,0
6,0,1.32197,0,0,0.444942,93.1746,2.89982,3.38368,0.011788,0,0.20106,0,0,3.17083,55691,83982028,14813,22338004,10958,16524664,403,130,0,0,0,0
7,0,0,0,0,0.174569,93.3402,0.02278,6.36548,2.14091,0,0.23376,0.489808,0,3.501,0,0,0,0,0,0,0,0,10985,16565380,0,0
Node,Aggregate thput,Throughput,Last agg thput,Last thput,Idle,CCA busy,Tx,Rx,Rx ME ok,Rx SBSS ok,Rx OBSS ok,Rx ME err,Rx SBSS err,Rx OBSS err,Mac Tx packets,Mac Tx bytes,Tx packets,Tx bytes,TxOk packets,TxOk bytes,ACK received,ACK missed,Mac Rx packets,Mac Rx bytes,Mac Rx drop packets,Mac Rx drop bytes
0,234.01,60.2965,241.64,60.4479,2.35696,1.52215,95.9326,0.214336,0.214336,0,0,0,0,0,534988,806761904,499833,753748164,499805,753705940,17862,0,0,0,0,0
1,0,0,0,0,1.99506,2.1894,0.571576,95.2647,95.0344,0,0.230336,0,0,0,0,0,0,0,0,0,0,0,499805,753705940,0,0
2,0,59.8049,0,60.5999,2.38304,2.08242,95.3748,0.214552,0.214552,0,0,0,0,0,534996,806773968,496906,749334248,495730,747560840,17716,41,0,0,0,0
