Action,CST,Tx pow,Repeat,Duration (ns),Tx ok bytes,Tx bytes,Mean,Std
6,-74.0,23.0,0,500000000,126672,387556,0.0155904,0.7071067811865476
7,-73.0,23.0,0,500000000,70876,126672,0.008723199999999999,0.7071067811865476
10,-68.0,23.0,0,500000000,1182272,1520064,0.1455104,0.7071067811865476
5,-75.0,23.0,0,500000000,0,0,0.0,0.7071067811865476
12,-65.0,23.0,0,500000000,1566812,2026752,0.19283840000000002,0.7071067811865476
3,-78.0,23.0,0,500000000,211120,253344,0.025984,0.7071067811865476
6,-74.0,23.0,0,500000000,126672,168896,0.020787200000000002,0.5773502691896257
3,-78.0,23.0,0,500000000,84448,126672,0.02425173333333333,0.5773502691896257
11,-67.0,23.0,0,500000000,873132,1140048,0.1074624,0.7071067811865476
0,-64.0,23.0,0,500000000,1352676,1731184,0.1664832,0.7071067811865476
13,-62.0,23.0,0,500000000,1898572,2026752,0.2336704,0.7071067811865476
12,-65.0,23.0,0,500000000,422240,506688,0.16320426666666668,0.5773502691896257
4,-76.0,23.0,0,500000000,0,126672,0.0,0.7071067811865476
10,-68.0,23.0,0,500000000,3016,84448,0.0972544,0.5773502691896257
13,-62.0,23.0,0,500000000,1708564,3504592,0.29597013333333333,0.5773502691896257
8,-71.0,23.0,0,500000000,423748,717808,0.0521536,0.7071067811865476
1,-81.0,23.0,0,500000000,42224,0,0.0051968,0.7071067811865476
10,-68.0,23.0,0,500000000,2951156,3040128,0.2545504,0.5
4,-76.0,23.0,0,500000000,84448,84448,0.0069290666666666665,0.5773502691896257
13,-62.0,23.0,0,500000000,814320,1578876,0.2720896,0.5
3,-78.0,23.0,0,500000000,0,0,0.018188799999999998,0.5
11,-67.0,23.0,0,500000000,1393392,1520064,0.1859712,0.5773502691896257
6,-74.0,23.0,0,500000000,588120,760032,0.051782400000000006,0.5
9,-70.0,23.0,0,500000000,3040128,3166800,0.37416960000000005,0.7071067811865476
5,-75.0,23.0,0,500000000,42224,84448,0.0034645333333333333,0.5773502691896257
0,-64.0,23.0,0,500000000,1378312,1562288,0.2240810666666667,0.5773502691896257
12,-65.0,23.0,0,500000000,375492,886704,0.1455104,0.5
13,-62.0,23.0,0,500000000,417716,928928,0.23823615999999997,0.4472135954999579
7,-73.0,23.0,0,500000000,675584,844480,0.061248,0.5773502691896257
5,-75.0,23.0,0,500000000,84448,84448,0.0077951999999999995,0.5
4,-76.0,23.0,0,500000000,422240,422240,0.0311808,0.5
9,-70.0,23.0,0,500000000,1854840,2111200,0.4016384,0.5773502691896257
1,-81.0,23.0,0,500000000,0,0,0.0034645333333333333,0.5773502691896257
11,-67.0,23.0,0,500000000,1476332,1857856,0.2303296,0.5
8,-71.0,23.0,0,500000000,928928,1266720,0.1109888,0.5773502691896257
9,-70.0,23.0,0,500000000,42224,126672,0.3038272,0.5
6,-74.0,23.0,0,500000000,253344,253344,0.05389824000000001,0.4472135954999579
2,-79.0,23.0,0,500000000,126672,126672,0.0155904,0.7071067811865476
11,-67.0,23.0,0,500000000,212628,506688,0.19473152,0.4472135954999579
2,-79.0,23.0,0,500000000,0,42224,0.010393600000000001,0.5773502691896257
5,-75.0,23.0,0,500000000,422240,464464,0.027023360000000003,0.4472135954999579
12,-65.0,23.0,0,500000000,1811108,2406768,0.20557056,0.4472135954999579
7,-73.0,23.0,0,500000000,591136,633360,0.0823136,0.5
7,-73.0,23.0,0,500000000,253344,337792,0.07832320000000001,0.4472135954999579
0,-64.0,23.0,0,500000000,3460860,3504592,0.3810368,0.5
10,-68.0,23.0,0,500000000,111592,422240,0.20913408000000003,0.4472135954999579
8,-71.0,23.0,0,500000000,199056,211120,0.0954912,0.5
9,-70.0,23.0,0,500000000,2322320,2660112,0.35739136,0.4472135954999579
11,-67.0,23.0,0,500000000,1483872,1815632,0.22315306666666665,0.408248290463863
11,-67.0,23.0,0,500000000,865592,1182272,0.22171245714285712,0.3779644730092272
3,-78.0,23.0,0,500000000,40716,0,0.016555519999999997,0.4472135954999579
1,-81.0,23.0,0,500000000,0,0,0.0025984,0.5
4,-76.0,23.0,0,500000000,126672,126672,0.0311808,0.4472135954999579
8,-71.0,23.0,0,500000000,6032,42224,0.07668992,0.4472135954999579
7,-73.0,23.0,0,500000000,842972,886704,0.09985280000000002,0.408248290463863
2,-79.0,23.0,0,500000000,42224,84448,0.0103936,0.5
0,-64.0,23.0,0,500000000,2176044,2939092,0.41195776000000006,0.4472135954999579
9,-70.0,23.0,0,500000000,381524,802256,0.3134784,0.408248290463863
2,-79.0,23.0,0,500000000,0,0,0.00831488,0.4472135954999579
9,-70.0,23.0,0,500000000,1508,1508,0.2687488,0.3779644730092272
0,-64.0,23.0,0,500000000,711776,844480,0.37249920000000003,0.408248290463863
1,-81.0,23.0,0,500000000,0,42224,0.00207872,0.4472135954999579
4,-76.0,23.0,0,500000000,168896,211120,0.032913066666666664,0.408248290463863
5,-75.0,23.0,0,500000000,84448,211120,0.025984000000000004,0.408248290463863
10,-68.0,23.0,0,500000000,548912,717808,0.19679786666666668,0.408248290463863
0,-64.0,23.0,0,500000000,168896,168896,0.3252242285714286,0.3779644730092272
6,-74.0,23.0,0,500000000,253344,337792,0.05530880000000001,0.408248290463863
5,-75.0,23.0,0,500000000,0,0,0.022272000000000004,0.3779644730092272
7,-73.0,23.0,0,500000000,547404,591136,0.10483748571428574,0.3779644730092272
8,-71.0,23.0,0,500000000,60320,84448,0.06638293333333332,0.408248290463863
13,-62.0,23.0,0,500000000,898768,2660112,0.23540266666666665,0.408248290463863
0,-64.0,23.0,0,500000000,1182272,1646736,0.32094880000000003,0.3535533905932738
6,-74.0,23.0,0,500000000,42224,0,0.04889234285714287,0.3779644730092272
12,-65.0,23.0,0,500000000,1768884,2408276,0.24387839999999997,0.408248290463863
0,-64.0,23.0,0,500000000,1023932,1551732,0.31329280000000004,0.3333333333333333
7,-73.0,23.0,0,500000000,82940,84448,0.09428480000000002,0.3535533905932738
9,-70.0,23.0,0,500000000,307632,337792,0.2446208,0.3535533905932738
12,-65.0,23.0,0,500000000,422240,506688,0.22388662857142855,0.3779644730092272
9,-70.0,23.0,0,500000000,164372,295568,0.22193635555555555,0.3333333333333333
13,-62.0,23.0,0,500000000,3463876,3589040,0.3235803428571428,0.3779644730092272
12,-65.0,23.0,0,500000000,1348152,1806584,0.2373824,0.3535533905932738
11,-67.0,23.0,0,500000000,722332,802256,0.21622399999999997,0.3535533905932738
5,-75.0,23.0,0,500000000,0,0,0.019488000000000002,0.3535533905932738
9,-70.0,23.0,0,500000000,0,0,0.19974271999999998,0.31622776601683794
10,-68.0,23.0,0,500000000,2322320,2575664,0.25034788571428573,0.3779644730092272
1,-81.0,23.0,0,500000000,78416,42224,0.004949333333333333,0.408248290463863
2,-79.0,23.0,0,500000000,0,0,0.0069290666666666665,0.408248290463863
11,-67.0,23.0,0,500000000,940992,1477840,0.2179356444444444,0.3333333333333333
12,-65.0,23.0,0,500000000,2026752,2280096,0.2664391111111111,0.3333333333333333
10,-68.0,23.0,0,500000000,0,0,0.2190544,0.3535533905932738
2,-79.0,23.0,0,500000000,419224,422240,0.02068114285714286,0.3779644730092272
5,-75.0,23.0,0,500000000,0,0,0.017322666666666667,0.3333333333333333
13,-62.0,23.0,0,500000000,698204,1055600,0.30461599999999994,0.3535533905932738
9,-70.0,23.0,0,500000000,0,0,0.1815842909090909,0.30151134457776363
8,-71.0,23.0,0,500000000,168896,168896,0.06283885714285713,0.3779644730092272
13,-62.0,23.0,0,500000000,274456,652964,0.2782762666666666,0.3333333333333333
6,-74.0,23.0,0,500000000,0,0,0.04278080000000001,0.3535533905932738
11,-67.0,23.0,0,500000000,2448992,2533440,0.25642496,0.31622776601683794
2,-79.0,23.0,0,500000000,0,0,0.018096,0.3535533905932738
8,-71.0,23.0,0,500000000,422240,506688,0.06797599999999998,0.3535533905932738
7,-73.0,23.0,0,500000000,126672,126672,0.08727324444444445,0.3333333333333333
3,-78.0,23.0,0,500000000,0,0,0.013796266666666663,0.408248290463863
12,-65.0,23.0,0,500000000,990756,1393392,0.26418304,0.31622776601683794
