0,-81.998,-81.8207,-81.6783,-81.3216,-80.9318,-80.7026,-80.4175,-76.4284,-76.1546,-46.7324
1,-81.7743,-81.374,-81.2742,-80.9712,-75.8824,-75.5302,-46.7324
2,-81.374,-80.9318,-80.8609,-80.1807,-46.7324
3,-81.6783,-81.2601,-80.5768,-46.7324
4,-81.2742,-80.7026,-75.2878,-75.1224,-59.5705,-58.7275,-57.162,-57.0827,-55.1636,-55.0687,-46.7324
5,-80.9712,-80.4175,-74.8419,-74.7599,-61.6152,-60.3723,-57.8682,-57.7165,-55.426,-54.7252,-46.7324
6,-75.2919,-74.8914,-61.2204,-60.0671,-57.7165,-55.1636,-51.6768,-49.7208,-46.7324
7,-81.8207,-76.3624,-76.0109,-62.465,-61.3995,-57.8682,-55.0687,-53.3768,-52.9363,-46.7324
8,-81.2601,-80.8609,-76.1546,-75.5302,-46.7324
9,-80.5768,-80.1807,-76.4284,-75.8824,-46.7324
10,-76.0195,-75.5051,-65.4737,-64.0085,-61.6152,-59.5705,-52.9363,-51.6768,-46.7324
11,-74.8964,-74.3637,-63.6424,-61.7784,-60.3723,-58.7275,-53.3768,-49.7208,-46.7324
12,-76.0109,-75.5051,-75.1224,-74.8914,-74.7599,-74.3637,-72.0939,-71.1607,-46.7324
13,-76.3624,-76.0195,-75.2919,-75.2878,-74.8964,-74.8419,-72.0185,-71.201,-46.7324
14,-81.7743,-81.3216,-72.0939,-72.0185,-65.4737,-63.6424,-62.465,-61.2204,-57.162,-54.7252,-46.7324
15,-81.998,-71.201,-71.1607,-64.0085,-61.7784,-61.3995,-60.0671,-57.0827,-55.426,-46.7324
