Node,Aggregate thput,Throughput,Last agg thput,Last thput,Idle,CCA busy,Tx,Rx,Rx ME ok,Rx SBSS ok,Rx OBSS ok,Rx ME err,Rx SBSS err,Rx OBSS err,Mac Tx packets,Mac Tx bytes,Tx packets,Tx bytes,TxOk packets,TxOk bytes,ACK received,ACK missed,Mac Rx packets,Mac Rx bytes,Mac Rx drop packets,Mac Rx drop bytes
5,0,0,0,0,0.119316,2.44812,0.346188,57.1675,57.0295,0,0.13806,0,0,0,0,0,0,0,0,0,0,0,299921,452280868,0,0
6,0,56.6743,0,60.8532,2.52419,0.407533,55.6136,1.48576,0.13214,0,0.009484,0,0,1.34413,321008,484080064,288426,434946408,281868,425056944,10068,236,0,0,0,0
7,0,0,0,0,0.210414,2.63838,0.33832,56.8387,53.6037,0,0.14692,0,0,3.08802,0,0,0,0,0,0,0,0,281868,425056944,0,0
Node,Aggregate thput,Throughput,Last agg thput,Last thput,Idle,CCA busy,Tx,Rx,Rx ME ok,Rx SBSS ok,Rx OBSS ok,Rx ME err,Rx SBSS err,Rx OBSS err,Mac Tx packets,Mac Tx bytes,Tx packets,Tx bytes,TxOk packets,TxOk bytes,ACK received,ACK missed,Mac Rx packets,Mac Rx bytes,Mac Rx drop packets,Mac Rx drop bytes
0,169.473,29.1643,176.919,28.9403,1.36412,0.540375,31.5047,26.6826,0.0954,0,1.92126,0,0,24.6659,320992,484055936,163590,246693720,145048,218732384,5182,662,0,0,0,0
1,0,0,0,0,1.36923,0.653735,0.212948,57.8559,27.6111,0,0.387824,3.51936,0,26.3376,0,0,0,0,0,0,0,0,145048,218732384,0,0
2,0,55.5957,0,59.9919,2.92071,0.461293,55.2697,1.42859,0.135236,0,0.007472,0,0,1.28588,320998,484064984,286220,431619760,276504,416968032,9886,346,0,0,0,0
3,0,0,0,0,0.269841,3.07162,0.339876,56.3936,52.5877,0,0.147304,0,0,3.65855,0,0,0,0,0,0,0,0,276504,416968032,0,0
4,0,28.0028,0,27.8932,1.45024,0.492317,30.4302,27.719,0.093084,0,2.36637,0,0,25.2595,321003,484072524,157976,238227808,139271,210020668,4977,668,0,0,0,0
5,0,0,0,0,1.3705,0.677329,0.206524,57.8374,26.5117,0,4.16235,3.51936,0,23.644,0,0,0,0,0,0,0,0,139271,210020668,0,0
6,0,56.7098,0,60.0932,2.65894,0.427717,56.0908,0.904444,0.135956,0,0.007108,0,0,0.76138,321008,484080064,290839,438585212,282045,425323860,10074,314,0,0,0,0
7,0,0,0,0,0.269587,3.01143,0.343716,56.4518,53.6401,0,0.14956,0,0,2.66209,0,0,0,0,0,0,0,0,282045,425323860,0,0
Node,Aggregate thput,Throughput,Last agg thput,Last thput,Idle,CCA busy,Tx,Rx,Rx ME ok,Rx SBSS ok,Rx OBSS ok,Rx ME err,Rx SBSS err,Rx OBSS err,Mac Tx packets,Mac Tx bytes,Tx packets,Tx bytes,TxOk packets,TxOk bytes,ACK received,ACK missed,Mac Rx packets,Mac Rx bytes,Mac Rx drop packets,Mac Rx drop bytes
