0,-71.3918,-63.3055,-59.9931,-58.9734,-51.6189,-50.1591,-31.7324
1,-71.7435,-63.6743,-59.848,-59.3333,-51.0219,-50.8628,-23.7324
2,-63.1487,-62.043,-59.0219,-54.9994,-54.5484,-50.1591,-31.7324
3,-63.0451,-62.6099,-59.848,-55.5208,-54.4022,-50.9734,-23.7324
4,-71.6743,-71.2039,-63.6747,-63.3055,-62.4022,-54.9994,-31.7324
5,-71.7435,-71.0199,-63.5066,-63.3918,-62.6099,-55.1487,-23.7324
6,-71.5066,-63.6747,-63.5208,-58.8628,-54.5484,-51.6189,-31.7324
7,-71.0199,-63.2039,-63.0451,-59.3333,-54.043,-51.9931,-23.7324
