0,-75.0133,-70.9713,-70.234,-66.2287,-56.2748
1,-77.6808,-74.438,-66.2671,-59.9398,-56.2748
2,-75.0269,-74.9341,-71.2585,-70.9023,-56.2748
3,-76.8196,-73.3141,-71.6882,-66.7798,-56.2748
4,-73.7562,-69.5533,-56.2748
5,-72.047,-68.0016,-56.2748
6,-80.5257,-77.9113,-56.2748
7,-81.7323,-79.2659,-56.2748
8,-71.2176,-65.9291,-56.2748
9,-70.0842,-65.273,-56.2748
10,-81.1898,-80.2833,-77.6324,-74.624,-70.9023,-66.7798,-56.2748
11,-79.658,-79.0383,-78.2723,-77.2519,-74.9341,-71.6882,-56.2748
12,-80.8817,-56.2748
13,-80.6328,-56.2748
14,-69.5533,-68.0016,-56.2748
15,-73.7562,-72.047,-56.2748
16,-56.2748
17,-81.7589,-56.2748
18,-81.7589,-56.2748
19,-56.2748
20,-79.8288,-79.2659,-77.9113,-77.6347,-70.234,-66.2671,-56.2748
21,-81.7323,-80.5257,-79.6862,-77.1652,-66.2287,-59.9398,-56.2748
22,-56.2748
23,-56.2748
24,-79.8288,-79.6862,-77.6808,-77.2519,-75.0133,-74.624,-73.3141,-71.2585,-56.2748
25,-79.658,-77.6347,-77.6324,-77.1652,-76.8196,-75.0269,-74.438,-70.9713,-56.2748
26,-81.1898,-80.8817,-80.6328,-79.0383,-56.2748
27,-80.2833,-78.2723,-56.2748
28,-65.9291,-65.273,-56.2748
29,-71.2176,-70.0842,-56.2748
30,-56.2748
31,-56.2748
